CODE_OA;NUM_OA;LIAISON;SENS;PR_OA;ABS_DEB;NUM_EXPLOIT;NOM_USAGE;FAMILLE;TYPE_OUVRAGE;MATERIAUX;DATE_MS;NBRE_TABLIERS;NBRE_TRAVEE;GABARIT;LONGUEUR;LARGEUR;SECT_COURANTE;IQOA;NOTE_URGENCE
1226;;2;3;194 +0520;194725;PV195;PV195;PV;PICF (Cadre Fermé);Béton armé;;0;0;0;4.5;0;NON;2;8
1227;;2;3;196 +0121;196329;PP211;PP211;PP;PICF (Cadre Fermé);Béton armé;;0;0;0;2.5;0;NON;2;11
1228;;2;3;196 +0691;196899;PV217;PV217;PV;PICF (Cadre Fermé);Béton armé;;0;0;0;4.5;0;NON;2;8
1229;;2;3;198 +0361;198568;PV234;PV234;PV;PICF (Cadre Fermé);Béton armé;;0;0;0;4.5;0;NON;1;0
1230;;2;3;200 +0434;200630;PV254;PV254;PV;PICF (Cadre Fermé);Béton armé;;0;0;0;4.5;0;NON;1;0
1231;;2;3;202 +0010;202203;PV270;PV270;PV;PICF (Cadre Fermé);Béton armé;;0;0;0;4.5;0;NON;1;0
1232;;2;3;202 +0200;202393;PI n° 272;PI n° 272;PI;PIPO (Portique Ouvert);Béton armé;;0;0;0;45.65;0;NON;2;3
1233;;2;3;203 +0140;203303;PS N° 281;PS N° 281;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;0;0;0;63.2;0;NON;2;11
1234;;2;3;205 +0234;205430;PP302;PP302;PP;PICF (Cadre Fermé);Béton armé;;0;0;0;2.5;0;NON;2;16
1235;;2;3;207 +0260;207447;Sebou;Pont sur oued Sebou;VIA;VIPP;Béton précontraint;;2;11;0;0;0;NON;2;8
1236;;2;3;208 +0040;208226;PP330;PP330;PP;PICF (Cadre Fermé);Béton armé;;0;0;0;2.5;0;NON;2;8
1237;;2;3;209 +0100;209281;PP341;PP341;PP;PICF (Cadre Fermé);Béton armé;;0;0;0;2.5;0;NON;2;8
1238;;2;3;209 +0149;209330;PS N° 34;PS N° 34;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;0;0;0;59.2;0;NON;2;8
1239;;2;3;211 +0020;211192;PP360;PP360;PP;PICF (Cadre Fermé);Béton armé;;0;0;0;2.5;0;NON;2;16
1240;;2;3;212 +0690;212860;PV377;PV377;PV;PICF (Cadre Fermé);Béton armé;;0;0;0;4.5;0;NON;2;3
1241;;2;3;213 +0920;214098;PS N° 389;PS N° 389;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;0;0;0;59.2;0;NON;2 E;23
1242;;2;3;214 +0860;215031;PV399;PV399;PV;PICF (Cadre Fermé);Béton armé;;0;0;0;4.5;0;NON;1;0
1243;;2;3;215 +0572;215729;PI  N°406;PI  N°406;PI;PIPO (Portique Ouvert);Béton armé;;0;0;0;34.34;0;NON;2;9
1244;;2;3;216 +0498;216645;PS N°415;PS N°415;PS;PIDP PSDP (Dalle Précontrainte);Béton précontraint;;0;0;0;69;0;NON;2;11
1245;;2;3;217 +0081;217231;PS N°421;PS N°421;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;0;0;0;59.2;0;NON;2;11
1246;;2;3;218 +0970;219105;PV440;PV440;PV;PICF (Cadre Fermé);Béton armé;;0;0;0;4.5;0;NON;1;0
1247;;2;3;219 +0620;219762;PV446;PV446;PV;PICF (Cadre Fermé);Béton armé;;0;0;0;4.5;0;NON;1;0
1248;;2;3;220 +0077;220217;PP454;PP454;PP;PICF (Cadre Fermé);Béton armé;;0;0;0;2.5;0;NON;2;3
1249;;2;3;221 +0860;221997;PS N°469;PS N°469;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;0;0;0;59.2;0;NON;2;8
1250;;2;3;223 +0526;223654;PV485;PV485;PV;PICF (Cadre Fermé);Béton armé;;0;0;0;4.5;0;NON;2;11
1251;;2;3;224 +0780;224914;PV498;PV498;PV;PICF (Cadre Fermé);Béton armé;;0;0;0;4.5;0;NON;2;11
1252;;2;3;226 +0014;226141;PS N°510;PS N°510;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;0;0;0;63.2;0;NON;2;9
1254;;2;3;228 +0743;228862;PV537;PV537;PV;PICF (Cadre Fermé);Béton armé;;0;0;0;4.5;0;NON;1;0
1255;;2;3;230 +0720;230839;PS N°557;PS N°557;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;0;0;0;63.2;0;NON;2;14
1256;;2;3;230 +0880;230999;BOUZEMLANE;Pont sur oued Bouzemlane;VIA;VIPP;Béton précontraint;;2;17;0;0;0;NON;1;0
1257;;2;3;232 +0680;232792;PS N°577;PS N°577;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;0;0;0;63.2;0;NON;;0
1258;;2;3;235 +0440;235546;PS N°604;PS N°604;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;0;0;0;59.2;0;NON;2 E;38
1259;;2;3;236 +0640;236743;MATMATA;Pont sur oued Matmata;VIA;VIPP;Béton précontraint;;2;14;0;0;0;NON;2;3
1260;;2;3;237 +0747;237847;PS N°627;PS N°627;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;0;0;0;59.2;0;NON;2;8
1261;;2;3;238 +0680;238777;IFRANE;Pont sur oued Ifrane;VIA;VIPP;Béton précontraint;;2;5;0;0;0;NON;2 S;38
1262;;2;3;239 +0889;239982;PS N°649;PS N°649;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;0;0;0;59.2;0;NON;2;11
1263;;2;3;241 +0056;241146;PS N°661;PS N°661;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;0;0;0;59.2;0;NON;2;8
1264;;2;3;241 +0900;241990;PS N°669;PS N°669;PS;PIDP PSDP (Dalle Précontrainte);Béton précontraint;;0;0;0;69;0;NON;2;12
1265;;2;3;243 +0619;243686;PV15;PV15;PV;PICF (Cadre Fermé);Béton armé;;0;0;0;4.5;35.06;35.06;1;0
1266;;2;3;245 +0080;245153;PV30;PV30;PV;PICF (Cadre Fermé);Béton armé;;0;0;0;4.5;30.85;30.85;1;0
1267;;2;3;245 +0990;246063;PP39;PP39;PP;PICF (Cadre Fermé);Béton armé;;0;0;0;2.5;32.6;32.6;1;0
1268;;2;3;247 +0799;247877;PV57;PV57;PV;PICF (Cadre Fermé);Béton armé;;0;0;0;4.5;30.33;30.33;1;0
1269;;2;3;248 +0773;248846;PV67;PV67;PV;PICF (Cadre Fermé);Béton armé;;0;0;0;4.5;36.48;36.48;1;0
1270;;2;3;249 +0250;249319;Bouhelou;Pont sur oued Bouhalou;VIA;VIPP;Béton précontraint;;2;4;0;0;0;NON;2;19
1271;;2;3;249 +0639;249708;PV76;PV76;PV;PICF (Cadre Fermé);Béton armé;;0;0;0;4.5;33.24;33.24;1;0
1272;;2;3;250 +0799;250791;PV87;PV87;PV;PICF (Cadre Fermé);Béton armé;;0;0;0;4.5;42.67;42.67;1;0
1273;;2;3;252 +0470;252535;PV104;PV104;PV;PICF (Cadre Fermé);Béton armé;;0;0;0;4.5;30.48;30.48;1;0
1274;;2;3;253 +0369;253434;PV113;PV113;PV;PICF (Cadre Fermé);Béton armé;;0;0;0;4.5;30.82;30.82;1;0
1275;;2;3;255 +0271;255327;PV132;PV132;PV;PICF (Cadre Fermé);Béton armé;;0;0;0;4.5;30.82;30.82;1;0
1276;;2;3;255 +0353;255409;Kaouene;Pont sur oued Kaouene;VIA;PIPBA PSPBA (Poutres BA);Béton armé;;2;3;0;0;0;NON;2;3
1277;;2;3;255 +0717;255773;PS136;PS136;PS;PIPBA PSPBA (Poutres BA);Béton armé;;0;2;0;48.9;0;NON;1;0
1278;;2;3;256 +0260;256301;PS142;PS142;PS;PIPBA PSPBA (Poutres BA);Béton armé;;0;2;0;48.9;0;NON;2;3
1279;;2;3;257 +0031;257082;PS150;PS150;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;0;4;0;58.9;0;NON;2;9
1280;;2;3;258 +0037;258088;Zireg;Pont sur oued Zireg;VIA;PIPBA PSPBA (Poutres BA);Béton armé;;2;3;0;0;0;NON;2;22
1281;;2;3;258 +0285;258336;PS162;PS162;PS;PIPBA PSPBA (Poutres BA);Béton armé;;0;2;0;48.9;0;NON;2;6
1282;;2;3;259 +0265;259313;PV172;PV172;PV;PICF (Cadre Fermé);Béton armé;;0;0;0;4.5;51.48;51.48;1;0
1283;;2;3;259 +0650;259698;Innaouene;Pont sur oued Innaouene;VIA;VIPP;Béton précontraint;;2;5;0;0;0;NON;2;8
1284;;2;3;260 +0171;260219;PI181;PI181;PI;PIPBP PSPBP (Poutres BP);Béton précontraint;;0;3;0;87.5;0;NON;2;12
1285;;2;3;260 +0532;260580;PI185;PI185;PI;PIPBA PSPBA (Poutres BA);Béton armé;;0;1;0;0;0;NON;2;6
1286;;2;3;261 +0845;261890;PS198;PS198;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;0;4;0;58.9;0;NON;1;0
1287;;2;3;263 +0801;263842;PS n° 08;PS n° 08;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;0;4;0;59.33;0;NON;2;21
1288;;2;3;264 +0450;264500;AMLIL;Pont sur oued Amlil;VIA;VIPP;Béton précontraint;;2;1;0;0;0;NON;2 S;24
1289;;2;3;265 +0071;265109;PI n°20 ;PI n°20 ;PI;PICF (Cadre Fermé);Béton armé;;0;0;0;0;26.14;26.14;2;19
1290;;2;3;265 +0759;265797;PS n° 27;PS n° 27;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;0;4;0;59.21;0;NON;2;15
1291;;2;3;266 +0200;266229;PS n° 32;PS n° 32;PS;PIDP PSDP (Dalle Précontrainte);Béton précontraint;;0;4;0;69.02;0;NON;2;20
1292;;2;3;266 +0849;266878;PS n° 38;PS n° 38;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;0;4;0;59.21;0;NON;2;14
1293;;2;3;267 +0740;267765;AGHROUZ;Pont sur oued Aghrouz;VIA;VIPP;Béton précontraint;;2;8;0;0;0;NON;2 S;35
1294;;2;3;268 +0216;268248;PV n°  52;PV n°  52;PV;PICF (Cadre Fermé);Béton armé;;0;0;0;0;43.08;43.08;2;3
1295;;2;3;269 +0928;269952;PV n° 69 ;PV n° 69 ;PV;PICF (Cadre Fermé);Béton armé;;0;0;0;0;29.8;29.8;1;3
1296;;2;3;271 +0404;271417;PS n° 84;PS n° 84;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;0;4;0;59.21;0;NON;2 S;52
1436;;2;3;175 +0000;175200;PS1BF Br4;PS1BF Br4;PS;PIDP PSDP (Dalle Précontrainte);Béton précontraint;;0;0;0;75.6;0;NON;2;8
1437;;2;3;175 +0000;175200;PS1BF Br1;PS1BF Br1;PS;PIPBA PSPBA (Poutres BA);Béton armé;;0;0;0;69.6;0;NON;2;11
1438;;2;3;175 +0000;175200;PS2BF Br1;PS2BF Br1;PS;PIPBA PSPBA (Poutres BA);Béton armé;;0;0;0;69.6;0;NON;2;8
1440;PAS_107;3;3;327 +0500;328375;;PAS;PAS;Arc métallique;Métal;;0;0;0;0;0;NON;2;6
1441;PAS_280;3;3;344 +0700;345230;;PAS;PAS;Arc métallique;Métal;;0;0;0;0;0;NON;1;0
1442;PS_190;3;3;335 +0747;336494;PS190;PS 190;PS;;;;0;0;0;0;0;NON;2;9
1443;PS_467;3;3;363 +0447;363649;PS467;PS 467;PS;;;;0;0;0;0;0;NON;2;9
1444;PS_535;3;3;370 +0402;370535;PS535;PS 535;PS;;;;0;0;0;0;0;NON;2 E;15
1446;PS_312;3;3;348 +0004;348453;PS312;PS 312;PS;;;;0;0;0;0;0;NON;2;6
1447;PAS CEF 175+600;2;3;175 +0600;175800;;PAS CEF 175+600;PAS;Arcs triangulés + dalle BA;Mixte acier / béton;;0;0;0;0;0;NON;1;0
1448;PAS CEF 296,3;2;3;296 +0300;295007;;PAS CEF 296,3;PAS;Arcs triangulés + dalle BA;Mixte acier / béton;;0;0;0;0;0;NON;2;8
1449;PAS CEF 299;2;3;299 +0000;297567;;PAS CEF 299;PAS;Arcs triangulés + dalle BA;Mixte acier / béton;;0;0;0;0;0;NON;1;0
1450;PAS CEF 204;2;3;204 +0000;204196;;PAS CEF 204;PAS;Arcs triangulés + dalle BA;Mixte acier / béton;;0;0;0;0;0;NON;1;0
1451;PAS CEF 217 SC Ech. Ras Tabouda;2;3;217 +0000;217150;;PAS CEF 217 SC Ech. Ras Tabouda;PAS;Arcs triangulés + dalle BA;Mixte acier / béton;;0;0;0;0;0;NON;1;3
1452;PAS CEF 217 br2 Ech. Ras Tabouda;2;3;217 +0000;217150;;PAS CEF 217 br2 Ech. Ras Tabouda;PAS;Arcs triangulés + dalle BA;Mixte acier / béton;;0;0;0;0;0;NON;1;0
1453;PAS CEF 228+400;2;3;228 +0400;228519;;PAS CEF 228+400;PAS;Arcs triangulés + dalle BA;Mixte acier / béton;;0;0;0;0;0;NON;2 E;15
1454;PAS CEF 245+200;2;3;245 +0200;245273;;PAS CEF 245+200;PAS;Arcs triangulés + dalle BA;Mixte acier / béton;;0;0;0;0;0;NON;1;0
1455;PAS CEF 251;2;3;251 +0000;251070;;PAS CEF 251;PAS;Arcs triangulés + dalle BA;Mixte acier / béton;;0;0;0;0;0;NON;1;3
1456;PAS CEF 253+400;2;3;253 +0400;253465;;PAS CEF 253+400;PAS;Arcs triangulés + dalle BA;Mixte acier / béton;;0;0;0;0;0;NON;2 E;18
1457;PAS CEF 254+700;2;3;254 +0700;254757;;PAS CEF 254+700;PAS;Structure treillis + haubans;Mixte acier / béton;;0;0;0;0;0;NON;1;0
751;A6_PV_7.1;7;3;7 +0995;8104;PV 2;PV 2;PV;PICF (Cadre Fermé);Béton armé;;1;1;0;5.1;33.28;33.28;1;3
752;A6_PV_9.2;7;3;9 +0229;9372;PV 3;PV 3;PV;PICF (Cadre Fermé);Béton armé;;1;1;0;6.82;44.19;44.19;2;14
753;A6_PV_11.2;7;3;11 +0301;11438;PV 4;PV 4;PV;PICF (Cadre Fermé);Béton armé;;1;1;0;8.59;89.62;89.62;2;6
754;A6_PI_12.3;7;3;12 +0402;12571;PI 2;PI 2;PI;PIPO (Portique Ouvert);Béton armé;;1;1;0;15.56;36.73;36.73;2 S;27
755;A6_PI_12.5;7;3;12 +0596;12765;PI 3;PI 3;PI;PIPO (Portique Ouvert);Béton armé;;1;1;0;11;34.02;34.02;2 S;30
756;A6_PS_13.3;7;3;13 +0423;13614;PS 6;PS 6;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;1;2;0;55.77;10;10;2;11
757;A6_VIA_14.2;7;3;14 +0301;14516;VIA;Pont sur oued Smir;VIA;Structure inconnue;;;0;0;0;0;0;NON;2;11
758;A6_PI_14.8;7;3;14 +0890;15105;PI 4;PI 4;PI;PIPBA PSPBA (Poutres BA);Béton armé;;2;1;0;25.9;25.25;25.25;2;11
759;A6_PS_15.7;7;3;15 +0792;16053;PS 7;PS 7;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;1;4;0;63.12;8;8;2;6
760;A6_PS_16.5;7;3;16 +0625;16891;PS 8;PS 8;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;1;4;0;63.12;8;8;2;9
761;A6_PV_17.1;7;3;17 +0197;17467;PV 05V;PV 5;PV;PICF (Cadre Fermé);Béton armé;;1;1;0;5.3;39.3;39.3;1;3
762;A6_PV_17.6;7;3;17 +0725;17995;PV 06V;PV 6;PV;PICF (Cadre Fermé);Béton armé;;1;1;0;5.2;34.98;34.98;1;3
763;A6_PI_18.4;7;3;18 +0520;18800;PI 05V;PI 5;PI;Dossier incomplet;;;0;0;0;0;0;NON;2;6
764;A6_PV_18.4;7;3;18 +0520;18800;PV 7V Bis;PV 7;PV;Structure inconnue;Matériau inconnu;;0;0;0;0;0;NON;2;9
765;A6_PV_18.5;7;3;18 +0590;18870;PV 7V;PV 8;PV;PICF (Cadre Fermé);Béton armé;;1;1;0;5.3;35.49;35.49;1;0
766;A6_PS_19.0;7;3;19 +0094;19416;PS 9V;PS 9;PS;PIPBA PSPBA (Poutres BA);Béton armé;;2;2;0;27.85;8;8;2;3
767;A6_PV_20.4;7;3;19 +0974;20296;PV 8;PV 9;PV;PICF (Cadre Fermé);Béton armé;;1;1;0;5.3;45.21;45.21;2;3
768;A6_PI_22.2;7;3;21 +0625;22031;PI 7;PI 7;PI;PIPBA PSPBA (Poutres BA);Béton armé;;2;1;0;13.17;22.25;22.25;2;6
769;A6_VIA_22.5;7;3;22 +0519;22945;VIA;Pont sur oued Negro 1;VIA;PIPBA PSPBA (Poutres BA);Béton armé;;2;2;0;69.9;11.75;11.75;2;14
770;A6_VIA_22.9;7;3;22 +0962;23388;VIA;Pont sur oued Negro 2;VIA;PIPBA PSPBA (Poutres BA);Béton armé;;2;2;0;69.9;11.75;11.75;2;6
771;A6_PS_23.8;7;3;23 +0185;23659;PS 11;PS 10;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;1;4;0;62.98;8;8;1;0
772;A6_PAS_24.0;7;3;23 +0785;24259;PAS 2;PAS 2;PAS;;;;0;0;0;0;0;NON;1;0
773;A6_PAS_25.0;7;3;24 +0967;25476;PAS 3;PAS 3;PAS;;;;0;0;0;0;0;NON;1;0
774;A6_PV_25.4;7;3;25 +0350;25867;PV 08;PV 10;PV;PICF (Cadre Fermé);Béton armé;;1;1;0;5.3;49.18;49.18;2;12
775;A6_PP_25.8;7;3;25 +0759;26276;PP 258;PP 1;PP;PICF (Cadre Fermé);Béton armé;;1;1;0;3.1;43.08;43.08;2;9
776;A6_PS_27.5;7;3;26 +0452;26985;PS 275;PS 11;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;1;4;0;58.9;10;10;2;3
777;A6_PP_27.9;7;3;27 +0891;28431;PP 279;PP 1bis;PP;PICF (Cadre Fermé);Béton armé;;1;1;0;3.1;39.29;39.29;1;8
778;A6_PAS_29.0;7;3;27 +0991;28531;PAS 4;PAS 4;PAS;;;;0;0;0;0;0;NON;1;0
779;A7_PI_0.8;3;3;0 +0800;800;PI 1;PI 1;PI;;;;0;0;0;0;0;NON;2;14
780;A7_PAS_1.2;3;3;1 +0200;1200;PAS 1;PAS 1;PAS;;;;0;0;0;0;0;NON;2;3
781;A7_PS_2.2;3;3;2 +0180;2189;PS 1;PS 1;PS;PIPBA PSPBA (Poutres BA);Béton armé;;1;2;0;44.9;8;8;2;9
782;A7_PAS_3.0;3;3;3 +0040;3036;PAS 2;PAS 2;PAS;;;;0;0;0;0;0;NON;2;0
783;A7_PS_4.8;3;3;4 +0782;4778;PS 2;PS 2;PS;PIPBA PSPBA (Poutres BA);Béton armé;;1;2;0;44.9;8;8;2;8.1
784;A7_PS_5.9;3;3;5 +0933;5926;PS 3;PS 3;PS;PIPBA PSPBA (Poutres BA);Béton armé;;1;2;0;44.9;8;8;2;6
785;A7_PS_7.7;3;3;7 +0683;7586;PS 4;PS 4;PS;PIPBA PSPBA (Poutres BA);Béton armé;;1;2;0;44.9;10;10;2;9
786;A7_PS_9.3;3;3;9 +0312;9323;PS 5;PS 5;PS;Structure inconnue;;;0;0;0;0;0;NON;2;14
787;A7_PV_12.4;3;3;12 +0410;12438;PV 1;PV 1;PV;PICF (Cadre Fermé);Béton armé;;1;1;3;4.5;50.57;50.57;1;0
788;A7_PS_13.1;3;3;13 +0115;13167;PS 5;PS 6;PS;PIPBA PSPBA (Poutres BA);Béton armé;;1;2;0;44.9;17.7;17.7;2;12
789;A7_PV_13.1;3;3;13 +0115;13167;PV 3;PV 2;PV;PICF (Cadre Fermé);Béton armé;;1;1;3;4.96;17.8;17.8;2;19
790;A7_PS_14.1;3;3;14 +0133;14256;PS 6;PS 7;PS;PIPBA PSPBA (Poutres BA);Béton armé;;1;2;0;44.9;8;8;2;12
791;A7_PV_14.1;3;3;14 +0133;14256;PV3;PV3;PV;;;;0;0;0;0;0;NON;1;6
792;A7_PS_16.1;3;3;16 +0998;17038;PS 7;PS 8;PS;PIPBA PSPBA (Poutres BA);Béton armé;;1;3;0;77.4;8;8;2;9
793;A7_PS_19.6;3;3;19 +0633;19701;PS 8;PS 9;PS;PIPBA PSPBA (Poutres BA);Béton armé;;1;3;0;77.4;8;8;2;12
794;A7_PS_21.5;3;3;21 +0494;21544;PS 9;PS 10;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;1;4;0;60.74;7.7;7.7;2;15
795;A7_PS_22.4;3;3;22 +0356;22438;PS 10;PS 11;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;1;4;0;56.9;8;8;2;12
796;A7_PS_23.5;3;3;23 +0479;23546;PS 11;PS 12;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;1;4;0;60.46;8;8;2;9
797;A7_PS_24.7;3;3;24 +0680;24741;PS 12;PS 13;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;1;4;0;58.5;10;10;2;29
798;A7_PS_25.8;3;3;25 +0790;25869;PS 13;PS 14;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;1;4;0;60.2;8;8;2;6
799;A7_PS_27.3;3;3;27 +0328;27386;PS 14bis;PS 15;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;1;4;0;60.74;8;8;2;12
800;A7_PS_28.6;3;3;28 +0577;28641;PS 16;PS 16;PS;PIPBA PSPBA (Poutres BA);Béton armé;;1;2;0;51.45;8;8;2;9
801;A7_PP_29.5;3;3;29 +0540;29594;PP 1;PP 0;PP;PICF (Cadre Fermé);Béton armé;;1;1;2.5;3;13.98;13.98;1;8
802;A7_PS_29.5;3;3;29 +0544;29598;PS 17;PS 17;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;1;2;0;50.55;10;10;2;15
803;A7_PS_30.9;3;3;30 +0885;30939;PS 18;PS 18;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;1;4;0;60.74;8;8;2;6
804;A7_PS_32.3;3;3;32 +0289;32350;PS 19;PS 19;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;1;4;0;58.5;10;10;2;24
805;A7_PS_32.8;3;3;32 +0764;32825;PS 19bis;PS 20;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;1;4;0;65.5;11.5;11.5;2;12
806;A7_PS_33.9;3;3;33 +0857;33926;PS 20;PS 21;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;1;4;0;60.74;8;8;2;29
807;A7_PS_35.1;3;3;36 +0060;36027;PS 21;PS 22;PS;PIPBA PSPBA (Poutres BA);Béton armé;;1;2;0;51.9;8;8;2 S;80
808;A7_PS_37.5;3;3;37 +0511;37515;PS 22;PS 23;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;1;4;0;60.72;8;8;2;45
809;A7_PS_38.4;3;3;38 +0370;38453;PS 23;PS 24;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;1;4;0;60.74;8;8;2;44
810;A7_PS_40.5;3;3;40 +0457;40548;PS 24;PS 25;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;1;4;0;60.74;8;8;2;73
811;A7_PS_43.1;3;3;43 +0982;44072;PS 25;PS 26;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;1;4;0;60.74;8;8;2;70
812;A7_PS_45.2;3;3;45 +0230;45329;PS 26;PS 27;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;1;4;0;60.74;8;8;2;60
813;A7_PS_47.8;3;3;47 +0781;47882;PS 27;PS 28;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;1;4;0;60.74;8;8;2;62
814;A7_PP_49.9;3;3;49 +0890;49991;PP 2;PP 0bis;PP;PICF (Cadre Fermé);Béton armé;;1;1;2.5;3.1;45.17;45.17;2;6
815;A7_PI_50.7;3;3;50 +0729;50841;PI 1/2;PI 2;PI;PIPBA PSPBA (Poutres BA);Béton armé;;2;1;0;26.37;12.5;12.5;2;11
816;A7_PI_51.7;3;3;51 +0675;51791;PI 3;PI 4;PI;PIPO (Portique Ouvert);Béton armé;;2;1;0;11.2;14.83;14.83;2 S;35
817;A7_PI_52.5;3;3;52 +0515;52617;PI 5;PI 5;PI;Structure inconnue;;;0;0;0;0;0;NON;2 S;43
818;A7_PI_52.7;3;3;52 +0720;52822;PI 6;PI 6;PI;PICF (Cadre Fermé);Béton armé;;0;0;0;0;0;NON;2;0
1030;A7_VIA_325.1;3;3;325 +0356;326257;Pont sur oued Ameznaz;Pont sur oued Ameznas;VIA;VIPP;Béton précontraint;;2;11;0;440.25;11.33;11.33;2 S;54
1034;A7_VIA_328.7;3;3;329 +0757;330634;Pont sur oued Irohalene;Pont sur oued Irohalane;VIA;VIPP;;;2;4;0;159.9;11.33;11.33;2;6
1051;A7_VIA_350.4;3;3;351 +0289;351648;Viaduc Amsri;Viaduc sur oued Amzri;VIA;VIPP;Béton précontraint;;2;9;0;360.69;11.33;11.33;2 S;67.1
1056;A7_VIA_362.7;3;3;369 +0161;369312;Viaduc Tagoulmint;Viaduc sur oued N''Tagoulmint;VIA;VIPP;Béton précontraint;;2;1;0;38.6;11.33;11.33;2;9
1058;A7_VIA_368.1;3;3;363 +0776;363978;Viaduc Tanamert;Viaduc sur oued N''Tanamert;VIA;VIPP;Béton précontraint;;2;1;0;38.6;11.33;11.33;1;3
1075;A7_VIA_390.5;3;3;391 +0358;391508;Viaduc 192;Viaduc sur oued Esghiouer;VIA;VIPP;Béton précontraint;;2;6;0;229.25;11.33;11.33;2;6
1081;A7_VIA_401.1;3;3;402 +0010;402101;Viaduc 298;Viaduc oued Iyig;VIA;VIPP;Béton précontraint;;2;7;0;266.35;11.33;11.33;2;14.6
1083;A7_VIA_403.8;3;3;404 +0508;404669;Viaduc 325;Viaduc sur Chaaba;VIA;VIPP;Béton précontraint;;2;9;0;342.68;0;NON;1;3
1094;A7_VIA_426.3;3;3;427 +0428;427703;Pont sur oued N’Taguennza;Pont sur oued N’Taguennza;VIA;VIPP;Béton précontraint;;2;2;0;80;11.33;11.33;2 S;30
1097;A2_VIA_82.0;2;3;82 +0075;82198;;Pont sur oued Beht;VIA;VIPP;Béton précontraint;;2;4;0;0;0;NON;2 S;46
1098;A2_VIA_87.3;2;3;87 +0330;87497;;Pont sur oued Ouchket;VIA;VIPP;Béton précontraint;;2;2;0;0;0;NON;2 S;57
1099;A2_VIA_87.4;2;3;92 +0417;92612;;Pont sur oued El Kell;VIA;VIPP;Béton précontraint;;2;4;0;0;0;NON;2 S;50
1100;A7_PS_283.8;3;3;284 +0800;284692;PS13;PS13;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;0;0;0;0;0;NON;2;6
1101;A7_PS_286.3;3;3;287 +0100;287198;PS37;PS37;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;0;0;0;0;0;NON;2;6
1102;A7_PV_287.2;3;3;288 +0100;288257;PV 47;PV 47;PV;PICF (Cadre Fermé);Béton armé;;1;0;4;0;0;NON;1;0
1103;A7_PS_289.3;3;3;290 +0000;290252;PS67;PS67;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;0;0;0;0;0;NON;2;12
1104;A7_PV_290.5;3;3;291 +0200;291508;PV79;PV 79;PV;PICF (Cadre Fermé);Béton armé;;1;0;4;0;0;NON;1;0
1105;A7_PV_291.2;3;3;291 +0700;292008;PV87;PV87;PV;PICF (Cadre Fermé);Béton armé;;1;0;4;0;0;NON;1;0
1106;A7_PV_291.7;3;3;292 +0400;292768;PV91;PV91;PV;PICF (Cadre Fermé);Béton armé;;1;0;4;0;0;NON;2;3
1107;A7_PV_292.2;3;3;292 +0600;292968;PV97;PV97;PV;PICF (Cadre Fermé);Béton armé;;1;0;4;0;0;NON;1;3
