CODE_OA;NUM_OA;LIAISON;SENS;PR_OA;ABS_DEB;NUM_EXPLOIT;NOM_USAGE;FAMILLE;TYPE_OUVRAGE;MATERIAUX;DATE_MS;NBRE_TABLIERS;NBRE_TRAVEE;GABARIT;LONGUEUR;LARGEUR;SECT_COURANTE;IQOA;NOTE_URGENCE
238;A2_PP_85.9;2;3;85 +0929;86086;PP 02;PP 10;PP;PICF (Cadre Fermé);Béton armé;;1;1;2.5;3;39;39;2;3
239;A2_PS_87.0;2;3;87 +0008;87175;PS 04;PS 14;PS;PIDP PSDP (Dalle Précontrainte);Béton précontraint;;1;2;0;45;10;10;2 S;35
240;A2_PS_87.9;2;3;87 +0914;88081;PS 05;PS 15;PS;PIDP PSDP (Dalle Précontrainte);Béton précontraint;;1;4;0;56;8;8;2 S;36
241;A2_PS_90.8;2;3;90 +0752;90916;PS 06;PS 16;PS;PIDP PSDP (Dalle Précontrainte);Béton précontraint;;1;2;0;47;10;10;2;19
242;A2_PV_93.2;2;3;93 +0239;93408;PV 04;PV 16;PV;PICF (Cadre Fermé);Béton armé;;1;1;4.5;5.2;39;39;2;9
243;A2_PV_94.6;2;3;94 +0647;94812;PV 05;PV 17;PV;PICF (Cadre Fermé);Béton armé;;1;1;4.5;5.2;42.5;42.5;2;9
244;A2_PV_95.3;2;3;95 +0284;95449;PV 06;PV 18;PV;PICF (Cadre Fermé);Béton armé;;1;1;4.5;5.2;44;44;2;11
245;A2_PV_97.3;2;3;97 +0301;97457;PV 07;PV 19;PV;PICF (Cadre Fermé);Béton armé;;1;1;4.5;5.47;44.17;44.17;1;0
246;A2_PV_97.9;2;3;97 +0867;98023;PV 08;PV 20;PV;PICF (Cadre Fermé);Béton armé;;1;1;4.5;5.2;39;39;2;3
247;A2_PS_98.6;2;3;98 +0644;98811;PS 07;PS 17;PS;PIDP PSDP (Dalle Précontrainte);Béton précontraint;;1;2;0;47;6;6;2 ES;56
248;A2_PV_100.2;2;3;100 +0164;100331;PV 09;PV 21;PV;PICF (Cadre Fermé);Béton armé;;1;1;4.5;5.49;38.33;38.33;2;19
249;A2_PV_102.9;2;3;102 +0892;103051;PV 10;PV 22;PV;PICF (Cadre Fermé);Béton armé;;1;1;4.5;5.28;37.44;37.44;2 S;27
250;A2_PV_104.3;2;3;104 +0269;104427;PV  11;PV  23;PV;PICF (Cadre Fermé);Béton armé;;1;1;4.5;5.53;57.79;57.79;3;18
251;A2_PV_105.7;2;3;105 +0719;105874;PV 12;PV 24;PV;PICF (Cadre Fermé);Béton armé;;1;1;4.5;5.2;46;46;1;0
252;A2_PS_107.1;2;3;107 +0144;107295;PS 08;PS 18;PS;PIDP PSDP (Dalle Précontrainte);Béton précontraint;;1;2;0;47;10;10;2 S;35
253;A2_PV_111.1;2;3;111 +0083;111229;PV 13;PV 25;PV;PICF (Cadre Fermé);Béton armé;;1;1;4.5;5.42;37.4;37.4;2;11
254;A2_PV_113.7;2;3;113 +0690;113813;PV 14;PV 26;PV;PICF (Cadre Fermé);Béton armé;;1;1;4.5;5.2;38;38;1;0
255;A2_PS_115.5;2;3;115 +0465;115580;PS 09;PS 19;PS;PIDP PSDP (Dalle Précontrainte);Béton précontraint;;1;2;0;47;10;10;2 S;41
256;A2_PI_116.9;2;3;116 +0924;117091;OA 01;PI O4;PI;PICF (Cadre Fermé);Béton armé;;1;1;0;11.58;37.91;37.91;1;6
257;A2_PS_120.4;2;3;120 +0380;120514;OA 02 PS1;PS20;PS;PIDP PSDP (Dalle Précontrainte);Béton précontraint;;1;2;0;46;10;10;2;12
258;A2_PS_120.7;2;3;120 +0717;120851;OA 03 PS 02;PS 21;PS;PIDP PSDP (Dalle Précontrainte);Béton précontraint;;1;2;0;48;13;13;2 S;60
259;A2_PS_122.0;2;3;122 +0025;122314;OA 04 PS O3;PS 22;PS;PIDP PSDP (Dalle Précontrainte);Béton précontraint;;1;2;0;46;10;10;2;17
260;A2_PV_124.6;2;3;124 +0574;124907;PV 1 OA 05;PV 27;PV;PICF (Cadre Fermé);Béton armé;;1;1;4.5;5.3;60;60;1;0
4;A1_PS_0.0;5;3;264 +0714;265000;PS1;PS1;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;2;4;0;69;13.25;13.25;2;31
5;A1_PP_1.6;5;3;263 +0183;263429;PP 1;PP 1;PP;PICF (Cadre Fermé);Béton armé;;1;1;2.5;2.4;43.74;43.74;1;0
6;A1_PV_3.0;5;3;261 +0709;261936;PV 1;PV 1;PV;PICF (Cadre Fermé);Béton armé;;1;1;3.5;4.08;43.37;43.37;2;3
7;A1_PAS_4.7;5;3;260 +0066;260280;PASSERELLE AU NIVEAU DU PP 2;PAS 1;PAS;PIPBA PSPBA (Poutres BA);Béton armé;;1;2;0;40;3;3;1;0
8;A1_PP_4.7;5;3;260 +0050;260264;PP 2;PP 2;PP;PICF (Cadre Fermé);Béton armé;;1;1;0;2.4;43.86;43.86;2;11
9;A1_PP_6.9;5;3;257 +0902;258078;PP 3;PP 3;PP;PICF (Cadre Fermé);Béton armé;;1;1;2.5;2.4;43.55;43.55;2;9
10;A1_PAS_6.9;5;3;257 +0900;258076;PAS2;PAS2;PAS;;;;0;0;0;0;0;NON;2;6
11;A1_PS_8.5;5;3;256 +0226;256442;PS 2;PS 2;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;1;4;0;66.75;10;10;2;25
12;A1_PP_9.5;5;3;255 +0268;255476;PP 4;PP 4;PP;PICF (Cadre Fermé);Béton armé;;1;1;2.5;2.4;42.28;42.28;2;22
13;A1_PV_11.6;5;3;253 +0107;253336;PV 2;PV 2;PV;PICF (Cadre Fermé);Béton armé;;1;1;3.5;4.08;44.05;44.05;2;6
14;A1_PP_12.8;5;3;252 +0002;252213;PP 5;PP 5;PP;PICF (Cadre Fermé);Béton armé;;1;1;2.5;2.4;43.84;43.84;1;3
15;A1_PS_15.3;5;3;249 +0471;249636;PS 3;PS 3;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;1;4;0;66.75;10;10;2;38
16;A1_PV_18.6;5;3;246 +0181;246380;PV 3;PV 3;PV;PICF (Cadre Fermé);Béton armé;;1;1;3.5;4.08;43.91;43.91;2;17
17;A1_PV_19.5;5;3;245 +0248;245443;PV 4;PV 4;PV;PICF (Cadre Fermé);Béton armé;;1;1;3.5;4.08;43.99;43.99;1;3
18;A1_PP_20.7;5;3;244 +0039;244235;PP 6;PP 6;PP;PICF (Cadre Fermé);Béton armé;;1;1;2.5;2.4;46.92;46.92;2;9
19;A1_PV_22.9;5;3;241 +0879;242087;PV 5;PV 5;PV;PICF (Cadre Fermé);Béton armé;;1;1;3.5;4.08;43.61;43.61;2;12
20;A1_PP_24.0;5;3;240 +0739;240933;PP 7;PP 7;PP;PICF (Cadre Fermé);Béton armé;;1;1;2.5;2.4;44.3;44.3;1;19
21;A1_PV_25.1;5;3;239 +0667;239828;PV 6;PV 6;PV;PICF (Cadre Fermé);Béton armé;;1;1;3.5;4.08;43.67;43.67;2;6
22;A1_PS_28.7;5;3;236 +0094;236215;PS4;PS4;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;1;4;0;60.2;10;10;2 S;46
23;A1_PV_31.5;5;3;233 +0334;233462;PV 8;PV 7;PV;PICF (Cadre Fermé);Béton armé;;1;1;3.5;4.08;43.72;43.72;2;14
24;A1_PS_33.0;5;3;231 +0741;231897;PS 5;PS 5 ;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;1;4;0;66.75;10;10;2;23
25;A1_PV_34.6;5;3;230 +0060;230291;PV 9;PV 8;PV;PICF (Cadre Fermé);Béton armé;;1;1;3.5;4.08;43.46;43.46;2;22
26;A1_PV_35.7;5;3;229 +0072;229248;PV 11;PV 9;PV;PICF (Cadre Fermé);Béton armé;;1;1;4.5;5.14;43.84;43.84;2;22
27;A1_PAS_36.0;5;3;228 +0786;228934;PASSERELLE AU NIVEAU DU PV 11;PAS 3;PAS;PIPBA PSPBA (Poutres BA);Béton armé;;1;2;0;44;3;3;2;6
28;A1_PV_39.3;5;3;225 +0410;225555;PV 12;PV 10;PV;PICF (Cadre Fermé);Béton armé;;1;1;3.5;4.08;44.12;44.12;1;11
29;A1_PS_40.6;5;3;224 +0158;224297;PS 6;PS 6;PS;PIBA PSBA (Dalle Béton Armé);Béton armé;;2;4;0;66.22;10;10;2 S;76
30;A1_PI_41.3;5;3;223 +0434;223580;PI1;PI1;PI;;;;0;0;0;0;0;NON;2 S;38
31;A1_PV_41.1;5;3;222 +0756;222893;PV 1;PV 11;PV;PICF (Cadre Fermé);Béton armé;;1;1;3.5;4.08;36.07;36.07;2 S;35
32;A1_PV_43.5;5;3;221 +0325;221422;PV 2;PV 12;PV;PICF (Cadre Fermé);Béton armé;;1;1;3.5;4.08;36.16;36.16;2;3
33;A1_PV_45.2;5;3;219 +0598;219710;PV  3;PV 13;PV;PICF (Cadre Fermé);Béton armé;;1;1;3.5;4.08;36.16;36.16;2 S;27
34;A1_VIA_45.5;5;3;219 +0250;219362;Pont sur l''oued Sebou;Pont sur l''oued Sebou;VIA;VIPP;Béton armé;;2;6;0;216.25;35.44;35.44;2 S;55.8
35;A1_PV_46.5;5;3;218 +0182;218307;PV 4;PV 14;PV;PICF (Cadre Fermé);Béton armé;;1;1;3.5;4.08;36.07;36.07;2 S;35
36;A1_PV_49.1;5;3;215 +0636;215789;PV 5;PV 15;PV;PICF (Cadre Fermé);Béton armé;;1;1;3.5;4.08;36.07;36.07;2;11
37;A1_PS_50.0;5;3;214 +0774;214899;PS7;PS7;PS;;;;0;0;0;0;0;NON;2;36
38;A1_PV_50.3;5;3;214 +0492;214617;PV 6;PV 16;PV;PICF (Cadre Fermé);Béton armé;;1;1;3.5;4.08;36.07;36.07;2;11
39;A1_PAS_51.0;5;3;213 +0776;213873;PASSERELLE AU NIVEAU DU PP 1;PAS 4;PAS;PIPBA PSPBA (Poutres BA);Béton armé;;1;2;0;44;3;3;2 S;27
40;A1_PP_51.0;5;3;213 +0747;213844;PP 1;PP 8;PP;PICF (Cadre Fermé);Béton armé;;1;1;2.5;2.4;36.16;36.16;2;25
41;A1_VIA_52.0;5;3;212 +0733;212833;Pont sur le canal Boufakroune;Pont sur le canal Boufakroune;VIA;Viaduc à poutres BA;Béton armé;;2;1;0;25.9;35.44;35.44;2 S;60
42;A1_PV_52.1;5;3;212 +0623;212723;PV 6 bis;PV 17;PV;PICF (Cadre Fermé);Béton armé;;1;1;3.5;4.08;36.1;36.1;2;9
43;A1_PAS_53.6;5;3;211 +0138;211228;PAS5;PAS5;PAS;;;;0;0;0;0;0;NON;2 S;27
44;A1_PP_53.7;5;3;211 +0036;211126;PP 2;PP 9;PP;PICF (Cadre Fermé);Béton armé;;1;1;2.5;2.4;36.1;36.1;1;8
45;A1_PI_55.0;5;3;209 +0759;209826;PI de la RS 206;PI 2;PI;PIBA PSBA (Dalle Béton Armé);Béton armé;;2;1;0;13.76;12.5;12.5;2 S;66
46;A1_PV_56.6;5;3;208 +0196;208260;PV 7;PV 18;PV;PICF (Cadre Fermé);Béton armé;;1;1;3.5;4.08;35.53;35.53;2;14
47;A1_PV_57.6;5;3;207 +0129;207202;PV 8;PV 19;PV;PICF (Cadre Fermé);Béton armé;;1;1;3.5;4.08;35.53;35.53;2;6
