LIAISON_INF__LIAISON;CHAUSSEE_INF__SENS;CD_POSIT_INF__POSIT;CD_SECUR_INF__TYPE;ABS_DEB;ABS_FIN
5;2;Rive;glissiére métallique;189327;189638
5;2;Axe;glissiére métallique;189348;189421
5;2;Rive;glissiére métallique;188889;188959
5;2;Rive;glissiére métallique;188537;188664
5;2;Rive;glissiére métallique;188065;188316
5;2;Axe;glissiére métallique;188158;188228
5;2;Rive;glissiére métallique;187321;187470
5;2;Rive;glissiére métallique;187081;187223
5;2;Rive;glissiére métallique;186942;187013
5;2;Rive;glissiére métallique;184598;186805
5;2;Axe;glissiére métallique;186586;186658
5;2;Axe;glissiére métallique;185311;185370
5;2;Axe;glissiére métallique;184996;185065
5;2;Rive;glissiére métallique;184355;184593
5;2;Axe;glissiére métallique;184431;184549
5;2;Rive;glissiére métallique;183569;184354
5;2;Axe;glissiére métallique;183772;183843
5;2;Axe;glissiére métallique;183621;183681
5;2;Rive;glissiére métallique;182822;183151
5;2;Rive;glissiére métallique;182527;182644
5;2;Rive;glissiére métallique;182496;182523
5;2;Rive;glissiére métallique;181976;182045
5;2;Axe;glissiére métallique;181629;181680
3;1;Rive;glissiére métallique;187215;187317
3;1;Axe;glissiére métallique;187787;187870
3;1;Rive;glissiére en beton;187852;187953
3;1;Axe;glissiére en beton;187870;189795
3;1;Rive;glissiére en beton;188581;188681
3;1;Rive;glissiére métallique;189620;189721
3;1;Axe;glissiére métallique;189795;190388
3;1;Rive;glissiére métallique;190289;190389
3;1;Rive;glissiére métallique;191282;191347
3;1;Axe;glissiére métallique;191806;191888
3;1;Rive;glissiére métallique;191981;192180
3;1;Axe;glissiére métallique;192074;192171
3;1;Rive;glissiére métallique;192594;192693
3;1;Rive;glissiére métallique;193235;193395
3;1;Rive;glissiére métallique;193633;193913
3;1;Axe;glissiére métallique;193784;193893
3;1;Rive;glissiére métallique;193914;194392
3;1;Rive;glissiére métallique;194393;196950
3;1;Axe;glissiére métallique;194778;194879
3;1;Axe;glissiére métallique;195840;195945
3;1;Axe;glissiére métallique;196580;196681
3;1;Axe;glissiére métallique;196835;196934
3;1;Rive;glissiére en beton;196949;199445
3;1;Axe;glissiére métallique;197438;197515
3;1;Axe;glissiére métallique;198495;199111
3;1;Axe;glissiére en beton;199112;199816
3;1;Rive;glissiére en beton;199459;200125
3;1;Axe;glissiére métallique;199818;199902
3;1;Axe;glissiére en beton;199902;201470
3;1;Rive;glissiére métallique;200318;201427
3;1;Axe;glissiére métallique;201470;201569
3;1;Axe;glissiére en beton;201569;203936
3;1;Rive;glissiére en beton;201569;201907
3;1;Rive;glissiére métallique;202354;202476
3;1;Rive;glissiére métallique;202728;203252
3;1;Rive;glissiére métallique;203391;204307
3;1;Axe;glissiére métallique;203937;204023
3;1;Axe;glissiére en beton;204024;205846
3;1;Rive;glissiére métallique;204575;205016
3;1;Rive;glissiére métallique;205549;205801
3;1;Axe;glissiére en beton;205847;206313
3;1;Rive;glissiére en beton;206193;206598
3;1;Axe;glissiére métallique;206314;206354
3;1;Axe;glissiére métallique;206362;206398
3;1;Axe;glissiére en beton;206401;208125
3;1;Rive;glissiére métallique;207017;207565
3;1;Rive;glissiére métallique;207682;208190
3;1;Axe;glissiére métallique;208125;208214
3;1;Axe;glissiére en beton;208215;209783
3;1;Rive;glissiére métallique;208366;208582
3;1;Rive;glissiére métallique;208819;208949
3;1;Rive;glissiére métallique;209082;209830
3;1;Axe;glissiére métallique;209783;209869
3;1;Axe;glissiére en beton;209870;212351
3;1;Rive;glissiére métallique;209979;213026
3;1;Axe;glissiére métallique;212351;212443
3;1;Axe;glissiére en beton;212444;214665
3;1;Rive;glissiére métallique;213382;214792
3;1;Axe;glissiére métallique;214666;214753
3;1;Axe;glissiére en beton;214753;215092
3;1;Rive;glissiére métallique;214797;214967
3;1;Rive;glissiére métallique;214968;215075
3;1;Axe;glissiére en beton;215093;215192
3;1;Axe;glissiére métallique;215192;215281
3;1;Rive;glissiére métallique;215223;217499
3;1;Axe;glissiére en beton;215281;216954
3;1;Axe;glissiére métallique;216955;217041
3;1;Axe;glissiére en beton;217041;219329
3;1;Rive;glissiére métallique;217683;218226
3;1;Rive;glissiére métallique;218450;218669
3;1;Rive;glissiére métallique;219070;219522
3;1;Axe;glissiére métallique;219329;219423
3;1;Axe;glissiére en beton;219423;221846
3;1;Rive;glissiére métallique;219859;220502
3;1;Rive;glissiére métallique;220786;221172
3;1;Rive;glissiére métallique;221680;222856
3;1;Axe;glissiére métallique;221846;221939
3;1;Axe;glissiére en beton;221939;224465
3;1;Rive;glissiére métallique;223335;223970
3;1;Rive;glissiére métallique;224209;227106
5;1;Axe;glissiére métallique;253537;253607
5;1;Axe;glissiére métallique;252551;252609
5;1;Axe;glissiére métallique;252393;252463
5;1;Rive;glissiére métallique;252389;252459
5;1;Rive;glissiére métallique;251385;251560
5;1;Axe;glissiére métallique;251336;251389
5;1;Rive;glissiére métallique;250525;250621
5;1;Rive;glissiére métallique;249869;250176
5;1;Axe;glissiére métallique;249790;249870
5;1;Rive;glissiére métallique;249645;249869
5;1;Axe;glissiére métallique;247267;247317
5;1;Rive;glissiére métallique;246547;246835
5;1;Axe;glissiére métallique;246560;246630
5;1;Rive;glissiére métallique;245618;245779
5;1;Axe;glissiére métallique;245620;245688
5;1;Rive;glissiére métallique;243934;245374
5;1;Axe;glissiére métallique;244886;244938
5;1;Axe;glissiére métallique;244420;244488
5;1;Rive;glissiére métallique;243151;243248
5;1;Rive;glissiére métallique;242006;242562
5;1;Axe;glissiére métallique;242240;242309
5;1;Axe;glissiére métallique;241275;241337
5;1;Rive;glissiére métallique;241034;241236
5;1;Axe;glissiére métallique;241116;241183
5;1;Rive;glissiére métallique;239504;240221
5;1;Axe;glissiére métallique;240029;240088
5;1;Axe;glissiére métallique;239521;239569
5;1;Axe;glissiére métallique;239438;239525
5;1;Rive;glissiére métallique;239095;239309
5;1;Axe;glissiére métallique;239170;239226
5;1;Rive;glissiére métallique;238539;238659
5;1;Axe;glissiére métallique;238540;238594
5;1;Axe;glissiére métallique;238109;238226
5;1;Rive;glissiére métallique;236492;237549
5;1;Rive;glissiére métallique;235702;236278
5;1;Rive;glissiére métallique;234917;235014
5;1;Rive;glissiére métallique;233468;233768
5;1;Axe;glissiére métallique;233687;233752
5;1;Rive;glissiére métallique;232040;232311
5;1;Axe;glissiére métallique;232087;232283
5;1;Rive;glissiére métallique;230165;230631
5;1;Axe;glissiére métallique;230551;230619
5;1;Axe;glissiére métallique;230400;230454
5;1;Rive;glissiére métallique;229185;229627
5;1;Axe;glissiére métallique;229431;229487
5;1;Axe;glissiére métallique;229184;229280
5;1;Axe;glissiére métallique;229094;229150
5;1;Rive;glissiére métallique;228301;228630
5;1;Axe;glissiére métallique;228476;228534
5;1;Axe;glissiére métallique;227850;227907
5;1;Rive;glissiére métallique;227849;227906
5;1;Rive;glissiére métallique;227310;227659
5;1;Axe;glissiére métallique;227311;227376
5;1;Rive;glissiére métallique;226116;226162
5;1;Rive;glissiére métallique;226068;226116
5;1;Rive;glissiére métallique;225848;225917
5;1;Axe;glissiére métallique;225850;225916
5;1;Axe;glissiére métallique;224580;224685
5;1;Rive;glissiére métallique;224580;224685
5;1;Rive;glissiére métallique;224395;224463
5;1;Rive;glissiére métallique;224227;224385
5;1;Rive;glissiére métallique;223495;224226
5;1;Axe;glissiére en beton;223767;223833
5;1;Rive;glissiére métallique;223157;223287
5;1;Axe;glissiére métallique;223207;223285
5;1;Axe;glissiére métallique;223091;223154
5;1;Rive;glissiére métallique;222868;222955
5;1;Rive;glissiére métallique;222349;222689
5;1;Axe;glissiére métallique;222291;222371
5;1;Rive;glissiére métallique;222019;222105
5;1;Axe;glissiére métallique;221737;221808
5;1;Rive;glissiére métallique;216602;221808
5;1;Axe;glissiére métallique;220897;220969
5;1;Axe;glissiére métallique;220238;220308
5;1;Axe;glissiére métallique;220054;220102
5;1;Axe;glissiére métallique;220008;220070
5;1;Axe;glissiére métallique;219409;219482
5;1;Axe;glissiére métallique;219317;219384
5;1;Axe;glissiére métallique;218629;218701
5;1;Axe;glissiére métallique;216856;216915
5;1;Rive;glissiére métallique;215461;216195
5;1;Axe;glissiére métallique;216122;216193
5;1;Rive;glissiére métallique;214763;215164
5;1;Axe;glissiére métallique;215063;215163
3;2;Axe;glissiére métallique;146889;146973
3;2;Axe;glissiére en beton;146973;148195
3;2;Rive;glissiére métallique;147393;148079
3;2;Axe;glissiére métallique;148195;148280
3;2;Axe;glissiére en beton;148280;150357
3;2;Rive;glissiére métallique;148413;148533
3;2;Rive;glissiére métallique;149788;149893
3;2;Rive;glissiére métallique;150223;150684
3;2;Axe;glissiére métallique;150357;150445
3;2;Axe;glissiére en beton;150445;151551
3;2;Rive;glissiére métallique;150980;151111
3;2;Rive;glissiére métallique;151646;151797
3;2;Rive;glissiére métallique;152303;152855
3;2;Rive;glissiére métallique;153225;153609
3;2;Rive;glissiére métallique;153636;154089
3;2;Rive;glissiére métallique;154090;154300
3;2;Rive;glissiére métallique;154564;156465
3;2;Rive;glissiére métallique;156720;157036
3;2;Rive;glissiére métallique;157248;159402
3;2;Axe;glissiére métallique;157299;158900
3;2;Axe;glissiére métallique;159286;159378
3;2;Rive;glissiére métallique;159689;162066
3;2;Rive;glissiére métallique;163307;163842
3;2;Rive;glissiére métallique;164259;165069
3;2;Rive;glissiére métallique;165386;165980
3;2;Rive;glissiére métallique;166413;166661
3;2;Rive;glissiére métallique;167443;167692
3;2;Rive;glissiére métallique;168508;168757
3;2;Rive;glissiére métallique;169802;170484
3;2;Rive;glissiére métallique;171897;172808
3;2;Rive;glissiére métallique;173811;174306
3;2;Rive;glissiére métallique;174802;174902
3;2;Rive;glissiére métallique;175104;175204
3;2;Rive;glissiére métallique;175610;176720
3;2;Rive;glissiére métallique;177148;177247
3;2;Rive;glissiére métallique;177448;177548
3;2;Rive;glissiére métallique;177864;179383
3;2;Rive;glissiére métallique;179575;180603
3;2;Rive;glissiére métallique;180898;180985
3;2;Rive;glissiére métallique;181925;182424
3;2;Rive;glissiére métallique;182842;183074
3;2;Rive;glissiére métallique;183263;183832
3;2;Rive;glissiére métallique;184085;186150
3;2;Rive;glissiére métallique;186969;187068
3;2;Rive;glissiére métallique;187256;187357
3;2;Rive;glissiére métallique;187879;187977
3;2;Rive;glissiére métallique;188067;188147
3;2;Axe;glissiére métallique;189883;190424
3;2;Rive;glissiére métallique;190329;190424
3;2;Axe;glissiére métallique;191788;191898
3;2;Rive;glissiére métallique;192021;192221
3;2;Axe;glissiére métallique;192118;192218
3;2;Rive;glissiére métallique;192861;193378
3;2;Axe;glissiére métallique;193798;193909
3;2;Rive;glissiére métallique;193914;197698
3;2;Axe;glissiére métallique;194825;194925
3;2;Axe;glissiére métallique;195838;195949
3;2;Axe;glissiére métallique;196623;196724
3;2;Axe;glissiére métallique;196877;196977
3;2;Axe;glissiére métallique;197458;197558
3;2;Axe;glissiére métallique;197818;197932
3;2;Rive;glissiére métallique;197839;197967
3;2;Axe;glissiére métallique;198247;199200
3;2;Rive;glissiére métallique;198283;199090
3;2;Rive;glissiére métallique;199090;200834
3;2;Rive;glissiére métallique;201011;201799
3;2;Rive;glissiére métallique;201934;202059
3;2;Rive;glissiére métallique;202523;203361
3;2;Rive;glissiére métallique;203536;204458
3;2;Rive;glissiére métallique;204726;205139
3;2;Rive;glissiére métallique;205703;205938
3;2;Rive;glissiére métallique;206304;206714
3;2;Rive;glissiére métallique;207202;208342
3;2;Axe;glissiére métallique;208217;208304
3;2;Rive;glissiére métallique;208472;208761
3;2;Rive;glissiére métallique;208867;209333
3;2;Rive;glissiére métallique;209567;209693
3;2;Rive;glissiére métallique;209800;210054
3;2;Axe;glissiére métallique;209880;209966
3;2;Rive;glissiére métallique;210111;212367
3;2;Axe;glissiére métallique;212448;212540
3;2;Rive;glissiére métallique;212591;213162
3;2;Rive;glissiére métallique;213596;213887
3;2;Rive;glissiére métallique;214008;215285
3;2;Axe;glissiére métallique;214760;214847
3;2;Axe;glissiére métallique;215286;215375
3;2;Rive;glissiére métallique;215286;217597
3;2;Axe;glissiére métallique;217051;217138
3;2;Rive;glissiére métallique;217766;218411
3;2;Rive;glissiére métallique;218542;218698
3;2;Rive;glissiére métallique;219151;219593
3;2;Axe;glissiére métallique;219421;219514
3;2;Rive;glissiére métallique;219949;220656
3;2;Rive;glissiére métallique;220832;221262
3;2;Rive;glissiére métallique;221799;222243
3;2;Axe;glissiére en beton;221940;222032
3;2;Rive;glissiére métallique;222372;222970
3;2;Rive;glissiére métallique;223458;223587
3;2;Rive;glissiére métallique;223857;224001
3;2;Rive;glissiére métallique;224336;224643
3;2;Axe;glissiére métallique;224554;224627
3;2;Rive;glissiére métallique;224841;225425
3;2;Axe;glissiére métallique;225348;225413
3;2;Axe;glissiére en beton;225414;225427
3;2;Axe;glissiére métallique;225428;232534
3;2;Rive;glissiére métallique;225753;226544
3;2;Rive;glissiére métallique;226859;228156
3;2;Rive;glissiére métallique;228157;246932
3;2;Axe;glissiére en beton;232534;232642
3;2;Axe;glissiére métallique;234945;235227
3;2;Rive;glissiére métallique;247154;248795
3;2;Rive;glissiére métallique;248796;255114
3;2;Axe;glissiére en beton;253455;255229
3;2;Axe;glissiére métallique;255229;255319
3;2;Axe;glissiére en beton;255319;257531
3;2;Rive;glissiére métallique;255495;255900
3;2;Rive;glissiére métallique;256193;256425
3;2;Rive;glissiére métallique;257233;257376
3;2;Axe;glissiére métallique;257531;257620
3;2;Rive;glissiére en beton;257558;258886
3;2;Axe;glissiére en beton;257620;259427
3;2;Rive;glissiére métallique;259019;259412
3;2;Axe;glissiére en beton;259426;259529
3;2;Axe;glissiére métallique;259529;259619
3;2;Axe;glissiére en beton;259619;259964
3;2;Rive;glissiére métallique;259810;260526
3;2;Rive;glissiére métallique;260906;261086
3;2;Rive;glissiére métallique;261288;261628
3;2;Rive;glissiére métallique;261796;262057
3;2;Rive;glissiére métallique;262500;262901
3;2;Rive;glissiére métallique;263103;263464
3;2;Rive;glissiére métallique;263819;264323
3;2;Rive;glissiére métallique;265117;267560
3;2;Rive;glissiére métallique;267976;268245
3;2;Rive;glissiére métallique;269303;270046
3;2;Rive;glissiére métallique;270231;270562
3;2;Rive;glissiére métallique;270891;277670
3;2;Rive;glissiére métallique;277924;278319
3;2;Rive;glissiére métallique;278320;278621
3;2;Rive;glissiére métallique;278790;279791
3;2;Rive;glissiére métallique;280322;280408
3;2;Rive;glissiére métallique;280519;282042
3;2;Rive;glissiére métallique;282043;285283
3;2;Rive;glissiére métallique;285837;285979
3;2;Rive;glissiére métallique;287278;287409
3;2;Rive;glissiére métallique;287608;288842
3;2;Rive;glissiére métallique;289337;289552
3;2;Rive;glissiére métallique;289672;289914
3;2;Rive;glissiére métallique;290299;290692
3;2;Rive;glissiére métallique;290983;304140
3;2;Rive;glissiére métallique;304139;312622
3;2;Rive;glissiére métallique;312822;314993
3;2;Rive;glissiére métallique;315586;315869
3;2;Rive;glissiére métallique;316465;316582
3;2;Rive;glissiére métallique;316761;319829
3;2;Rive;glissiére métallique;320008;320249
3;2;Rive;glissiére métallique;320366;321664
3;2;Rive;glissiére métallique;321783;321958
3;2;Rive;glissiére métallique;322113;325025
3;2;Axe;glissiére métallique;324205;324266
3;2;Axe;glissiére métallique;324484;324876
3;2;Axe;glissiére métallique;324977;325025
3;2;Axe;glissiére métallique;325590;325741
3;2;Rive;glissiére métallique;325599;327010
1;2;Axe;glissiére métallique;127710;127807
1;2;Rive;glissiére métallique;131596;132013
1;2;Rive;glissiére métallique;132201;133294
1;2;Axe;glissiére métallique;133185;133277
1;2;Rive;glissiére métallique;133554;134358
1;2;Rive;glissiére métallique;135020;135565
1;2;Axe;glissiére métallique;135280;135374
1;2;Rive;glissiére métallique;136003;138067
1;2;Axe;glissiére métallique;136769;136854
1;2;Axe;glissiére métallique;138186;138269
1;2;Rive;glissiére métallique;139101;139209
1;2;Axe;glissiére métallique;139102;139200
1;2;Axe;glissiére métallique;140154;140368
1;2;Rive;glissiére métallique;140160;140368
1;2;Rive;glissiére métallique;140988;141104
1;2;Axe;glissiére métallique;140990;141088
1;2;Rive;glissiére métallique;141973;142705
1;2;Axe;glissiére métallique;142059;142159
1;2;Rive;glissiére métallique;142706;142979
1;2;Axe;glissiére métallique;142814;142910
1;2;Rive;glissiére métallique;142980;143362
1;2;Axe;glissiére métallique;143255;143353
1;2;Rive;glissiére métallique;143474;143592
1;2;Axe;glissiére métallique;143476;143575
1;2;Rive;glissiére métallique;144071;144181
1;2;Axe;glissiére métallique;144641;144741
1;2;Rive;glissiére métallique;144644;144933
1;2;Axe;glissiére métallique;144791;144906
1;2;Rive;glissiére métallique;145053;145166
1;2;Axe;glissiére métallique;145059;145161
1;2;Rive;glissiére métallique;145575;146673
1;2;Axe;glissiére métallique;146948;147053
1;2;Rive;glissiére métallique;147064;148036
1;2;Rive;glissiére métallique;148148;150452
1;2;Axe;glissiére métallique;148158;148258
1;2;Axe;glissiére métallique;148829;148928
1;2;Axe;glissiére métallique;149097;149203
1;2;Rive;glissiére métallique;150655;151240
1;2;Axe;glissiére métallique;151125;151255
1;2;Rive;glissiére métallique;151364;151513
1;2;Rive;glissiére métallique;151676;152558
1;2;Rive;glissiére métallique;152712;155456
1;2;Axe;glissiére métallique;153182;153273
1;2;Axe;glissiére métallique;155432;155525
1;2;Rive;glissiére métallique;156158;156995
1;2;Rive;glissiére métallique;157319;157436
1;2;Axe;glissiére métallique;157326;157424
1;2;Rive;glissiére métallique;157563;158059
1;2;Axe;glissiére métallique;157985;158087
1;2;Rive;glissiére métallique;158526;158625
1;2;Rive;glissiére métallique;158845;158963
1;2;Axe;glissiére métallique;158858;158956
1;2;Rive;glissiére métallique;159248;159366
1;2;Rive;glissiére métallique;160062;160186
1;2;Axe;glissiére métallique;160068;160169
1;2;Axe;glissiére métallique;160292;160402
1;2;Axe;glissiére métallique;160494;161245
1;2;Rive;glissiére métallique;160494;161279
1;2;Rive;glissiére métallique;161376;161490
1;2;Axe;glissiére métallique;161383;161483
1;2;Axe;glissiére métallique;161647;161739
1;2;Axe;glissiére métallique;161859;162002
1;2;Rive;glissiére métallique;161861;161968
1;2;Rive;glissiére métallique;162316;162587
1;2;Axe;glissiére métallique;162320;162416
1;2;Rive;glissiére métallique;162714;163362
1;2;Axe;glissiére métallique;162918;163354
1;2;Rive;glissiére métallique;163655;163926
1;2;Rive;glissiére métallique;164956;165075
1;2;Axe;glissiére métallique;164960;165058
1;2;Rive;glissiére métallique;165365;165797
1;2;Axe;glissiére métallique;165399;165477
1;2;Rive;glissiére métallique;165798;166847
1;2;Rive;glissiére métallique;167097;167303
1;2;Axe;glissiére métallique;167360;167455
1;2;Rive;glissiére métallique;167446;167695
1;2;Axe;glissiére en beton;167515;168385
1;2;Axe;glissiére métallique;167666;167514
1;2;Rive;glissiére métallique;167734;168385
1;2;Axe;glissiére métallique;167746;167554
5;1;Axe;glissiére en beton;25547;27317
1;2;Axe;glissiére métallique;126994;127095
5;1;Rive;glissiére métallique;25772;27089
5;1;Rive;glissiére métallique;27513;28644
5;1;Rive;glissiére métallique;28875;28971
5;1;Rive;glissiére métallique;29277;29392
5;1;Rive;glissiére métallique;29597;30654
5;1;Rive;glissiére métallique;30850;30971
5;1;Rive;glissiére métallique;31095;31866
5;1;Rive;glissiére métallique;32358;32810
5;1;Rive;glissiére métallique;33060;33476
5;1;Rive;glissiére métallique;33879;34433
5;1;Rive;glissiére métallique;34981;36074
5;1;Rive;glissiére métallique;36738;37528
5;1;Rive;glissiére en beton;37528;39342
5;1;Axe;glissiére en beton;38902;39423
5;1;Rive;glissiére métallique;39523;45281
5;1;Axe;glissiére en beton;45392;45591
5;1;Rive;glissiére métallique;45538;45804
5;1;Axe;glissiére métallique;45586;45666
5;1;Axe;glissiére en beton;45657;46511
5;1;Rive;glissiére métallique;46050;46247
5;1;Axe;glissiére métallique;46509;48939
5;1;Rive;glissiére métallique;46718;48939
5;2;Rive;glissiére métallique;0;41
5;2;Rive;glissiére métallique;335;929
5;2;Rive;glissiére métallique;1231;1493
5;2;Rive;glissiére en beton;2158;3437
5;2;Rive;glissiére métallique;3437;3664
5;2;Rive;glissiére en beton;3667;4696
5;2;Axe;glissiére en beton;4121;4524
5;2;Rive;glissiére métallique;4696;5928
5;2;Rive;glissiére métallique;6349;6596
5;2;Rive;glissiére métallique;6736;8284
5;2;Rive;glissiére métallique;8424;8984
5;2;Rive;glissiére métallique;8991;9113
5;2;Rive;glissiére métallique;9864;10490
5;2;Rive;glissiére métallique;10500;10561
5;2;Rive;glissiére métallique;10903;11082
5;2;Rive;glissiére métallique;11168;11265
5;2;Rive;glissiére métallique;11358;11514
5;2;Rive;glissiére métallique;11667;11826
5;2;Rive;glissiére métallique;12113;12604
5;2;Rive;glissiére métallique;12796;12891
5;2;Rive;glissiére métallique;13149;13398
5;2;Rive;glissiére métallique;13573;13664
5;2;Rive;glissiére métallique;13673;13728
5;2;Rive;glissiére métallique;14008;14519
5;2;Rive;glissiére métallique;15195;15693
5;2;Rive;glissiére métallique;15956;16334
5;2;Rive;glissiére métallique;16543;16966
5;2;Rive;glissiére métallique;16967;17560
5;2;Rive;glissiére métallique;17680;17794
5;2;Rive;glissiére métallique;18101;19224
5;2;Rive;glissiére métallique;19816;19933
5;2;Rive;glissiére métallique;20148;20255
5;2;Rive;glissiére métallique;20642;21308
5;2;Rive;glissiére métallique;22164;22923
5;2;Rive;glissiére métallique;23395;23792
5;2;Rive;glissiére métallique;23961;24403
5;2;Rive;glissiére métallique;24406;25708
5;2;Rive;glissiére métallique;26018;27140
5;2;Rive;glissiére métallique;27247;27365
5;2;Axe;glissiére métallique;27318;27334
5;2;Axe;glissiére en beton;27333;29684
5;2;Rive;glissiére métallique;27581;28741
5;2;Rive;glissiére métallique;29337;30717
5;2;Axe;glissiére métallique;29683;29752
5;2;Axe;glissiére en beton;29751;31481
5;2;Rive;glissiére métallique;30909;31919
5;2;Axe;glissiére métallique;31480;31549
5;2;Axe;glissiére en beton;31548;33485
5;2;Rive;glissiére métallique;32293;32837
5;2;Rive;glissiére métallique;33079;33535
5;2;Axe;glissiére métallique;33483;33553
5;2;Axe;glissiére en beton;33552;35481
5;2;Rive;glissiére métallique;33979;34644
5;2;Rive;glissiére métallique;35070;36099
5;2;Axe;glissiére métallique;35480;35548
5;2;Axe;glissiére en beton;35547;36932
5;2;Rive;glissiére métallique;36763;37518
5;2;Axe;glissiére métallique;36931;37000
5;2;Axe;glissiére en beton;36999;38261
5;2;Rive;glissiére en beton;37518;38897
5;2;Axe;glissiére métallique;38262;38336
5;2;Axe;glissiére en beton;38335;38895
5;2;Rive;glissiére métallique;38897;45375
5;2;Axe;glissiére en beton;39414;39568
5;2;Axe;glissiére métallique;39564;39636
5;2;Axe;glissiére en beton;39633;41471
5;2;Axe;glissiére métallique;41463;41541
5;2;Axe;glissiére en beton;41536;43364
5;2;Axe;glissiére métallique;43362;43430
5;2;Axe;glissiére en beton;43427;45394
5;2;Rive;glissiére métallique;45609;45892
5;2;Rive;glissiére métallique;46048;46267
5;2;Axe;glissiére métallique;46625;48936
5;2;Rive;glissiére métallique;46741;47953
5;2;Rive;glissiére métallique;48121;48220
5;2;Rive;glissiére métallique;48583;48937
7;1;Rive;glissiére métallique;1000;1272
7;1;Axe;glissiére en beton;1001;1078
7;1;Axe;glissiére métallique;1076;4330
7;1;Rive;glissiére métallique;1803;2226
7;1;Rive;glissiére métallique;2837;3053
7;1;Rive;glissiére métallique;3243;4138
7;1;Axe;glissiére métallique;4331;9896
7;1;Rive;glissiére métallique;4348;6897
7;1;Rive;glissiére métallique;7506;7743
7;1;Rive;glissiére métallique;8117;9150
7;1;Rive;glissiére métallique;9471;10246
7;1;Axe;glissiére métallique;9967;10304
7;1;Rive;glissiére métallique;10248;10546
7;1;Rive;glissiére métallique;10795;10915
7;1;Rive;glissiére métallique;10917;11055
7;1;Axe;glissiére métallique;10983;12175
7;1;Rive;glissiére métallique;11395;12128
7;1;Axe;glissiére métallique;12240;22948
7;1;Rive;glissiére métallique;12292;16360
7;1;Rive;glissiére métallique;16368;16880
7;1;Rive;glissiére métallique;16883;17034
7;1;Rive;glissiére métallique;17228;17646
7;1;Rive;glissiére métallique;17913;18046
7;1;Rive;glissiére métallique;18882;20408
7;1;Rive;glissiére en beton;20408;20648
7;1;Rive;glissiére métallique;20648;20936
7;1;Rive;glissiére métallique;21264;22426
7;1;Rive;glissiére métallique;22464;22954
7;1;Axe;glissiére métallique;22983;24511
7;1;Rive;glissiére métallique;22988;26045
7;1;Axe;glissiére métallique;24510;28121
7;1;Rive;glissiére métallique;26346;27906
7;1;Rive;glissiére métallique;27888;27907
7;1;Rive;glissiére métallique;28005;28099
7;2;Rive;glissiére métallique;1006;1278
7;2;Axe;glissiére métallique;1081;1475
7;2;Axe;glissiére métallique;1542;5405
7;2;Rive;glissiére métallique;1856;2437
7;2;Rive;glissiére métallique;2825;3080
7;2;Rive;glissiére métallique;3066;3133
7;2;Rive;glissiére métallique;3259;4161
7;2;Rive;glissiére métallique;4312;6860
7;2;Axe;glissiére métallique;5466;8110
7;2;Rive;glissiére métallique;7527;7834
7;2;Rive;glissiére métallique;8001;9192
7;2;Axe;glissiére métallique;8183;10390
7;2;Rive;glissiére métallique;9547;10342
7;2;Rive;glissiére métallique;10631;10827
7;2;Axe;glissiére métallique;10828;13777
7;2;Rive;glissiére métallique;10828;11080
7;2;Rive;glissiére métallique;11354;13777
7;2;Rive;glissiére métallique;13778;16140
7;2;Axe;glissiére métallique;13778;14466
7;2;Axe;glissiére métallique;14465;15414
7;2;Axe;glissiére métallique;15471;18308
7;2;Rive;glissiére métallique;16142;16580
7;2;Rive;glissiére métallique;16582;17614
7;2;Rive;glissiére métallique;17710;18087
7;2;Axe;glissiére métallique;18363;24517
7;2;Rive;glissiére métallique;18926;20906
7;2;Rive;glissiére métallique;21241;26111
7;2;Axe;glissiére métallique;24516;28134
7;2;Rive;glissiére métallique;26420;27658
7;2;Rive;glissiére métallique;27753;27924
7;2;Rive;glissiére métallique;27927;28115
7;2;Rive;glissiére métallique;28117;28259
201;1;Axe;glissiére métallique;1351;1441
201;1;Axe;glissiére métallique;1577;1675
201;1;Rive;glissiére métallique;1848;2118
201;1;Rive;glissiére métallique;2841;2939
201;1;Axe;glissiére métallique;2842;2938
201;1;Rive;glissiére métallique;3557;4340
201;1;Rive;glissiére métallique;4781;4877
201;1;Axe;glissiére métallique;4999;5055
201;2;Rive;glissiére métallique;1260;1884
201;2;Axe;glissiére métallique;1389;1486
201;2;Axe;glissiére métallique;1608;1713
201;2;Rive;glissiére métallique;1976;2075
201;2;Axe;glissiére métallique;2276;2369
201;2;Rive;glissiére métallique;2555;3065
201;2;Axe;glissiére métallique;2873;2974
201;2;Rive;glissiére métallique;3234;4393
201;2;Axe;glissiére métallique;4167;4266
201;2;Axe;glissiére métallique;4743;4971
201;2;Rive;glissiére métallique;4744;4967
301;1;Rive;glissiére métallique;546;1124
301;1;Axe;glissiére métallique;618;975
301;1;Rive;glissiére métallique;1125;2278
301;1;Axe;glissiére métallique;1805;1937
301;1;Axe;glissiére métallique;2061;2162
301;1;Axe;glissiére métallique;2114;2026
301;1;Rive;glissiére métallique;2923;3021
301;1;Rive;glissiére métallique;3117;4652
301;1;Axe;glissiére métallique;3615;3732
301;1;Rive;glissiére métallique;5412;6010
301;1;Axe;glissiére métallique;5685;5797
301;1;Axe;glissiére métallique;7273;7373
301;1;Rive;glissiére métallique;7276;7374
301;1;Rive;glissiére métallique;7583;9173
301;1;Axe;glissiére métallique;7600;7712
301;1;Axe;glissiére métallique;8616;9005
301;1;Rive;glissiére métallique;9401;9877
