CD_VOIE_INF__VOIE;LIAISON_INF__LIAISON;CHAUSSEE_INF__SENS;ABS_DEB;ABS_FIN;NUM;NBRE;NUM_VNR;NBRE_VNR
BAU;301;2;800;13397;0;0;1;4
VL;301;2;800;13397;1;2;2;4
VR;301;2;800;13397;2;2;3;4
BDG;301;2;800;13397;0;0;4;4
VL;3_1;E1;0;626;1;1;1;1
VL;3_1;E2;0;818;1;1;1;1
VL;3_1;S1;0;326;1;1;1;1
VL;3_1;S2;0;974;1;1;1;1
VL;3_10;E1;0;631;1;1;1;1
VL;3_10;E2;0;369;1;1;1;1
VL;3_10;S1;0;694;1;1;1;1
VL;3_10;S2;0;356;1;1;1;1
VL;3_11;E1;0;1287;1;1;1;1
VL;3_11;E2;0;1028;1;1;1;1
VL;3_11;S1;0;1373;1;1;1;1
VL;3_11;S2;0;1019;1;1;1;1
VL;3_12;E1;0;275;1;1;1;1
VL;3_12;E2;0;1410;1;1;1;1
VL;3_12;S1;0;230;1;1;1;1
VL;3_12;S2;0;1419;1;1;1;1
VL;3_13;E1;0;1016;1;1;1;1
VL;3_13;E2;0;1265;1;1;1;1
VL;3_13;S1;0;773;1;1;1;1
VL;3_13;S2;0;1333;1;1;1;1
VL;3_14;E1;0;1129;1;1;1;1
VL;3_14;E2;0;847;1;1;1;1
VL;3_14;S1;0;1164;1;1;1;1
VL;3_14;S2;0;894;1;1;1;1
VL;3_15;E1;0;919;1;1;1;1
VL;3_15;E2;0;804;1;1;1;1
VL;3_15;S1;0;958;1;1;1;1
VL;3_15;S2;0;824;1;1;1;1
VL;3_16;E1;0;305;1;1;1;1
VL;3_16;E2;0;378;1;1;1;1
VL;3_16;S1;0;450;1;1;1;1
VL;3_16;S2;0;658;1;1;1;1
VL;3_17;E1;0;580;1;1;1;1
VL;3_17;S2;0;1285;1;1;1;1
VL;3_2;E1;0;847;1;1;1;1
VL;3_2;E2;0;591;1;1;1;1
VL;3_2;S1;0;937;1;1;1;1
VL;3_2;S2;0;629;1;1;1;1
VL;3_3;E2;0;960;1;1;1;1
VL;3_3;S1;0;378;1;1;1;1
VL;3_4;E1;0;989;1;1;1;1
VL;3_4;E2;0;695;1;1;1;1
VL;3_4;S1;0;1089;1;1;1;1
VL;3_4;S2;0;786;1;1;1;1
VL;3_5;E1;0;847;1;1;1;1
VL;3_5;E2;0;1329;1;1;1;1
VL;3_5;S1;0;1086;1;1;1;1
VL;3_5;S2;0;1319;1;1;1;1
VL;3_6;E1;0;770;1;1;1;1
VL;3_6;E2;0;992;1;1;1;1
VL;3_6;S1;0;658;1;1;1;1
VL;1_3;E1;0;574;1;1;1;1
VL;1_3;E2;0;545;1;1;1;1
VL;1_3;S1;0;535;1;1;1;1
VL;1_3;S2;0;449;1;1;1;1
VL;1_4;E1;0;597;1;1;1;1
VL;1_4;E2;0;568;1;1;1;1
VL;1_4;S1;0;512;1;1;1;1
VL;1_4;S2;0;570;1;1;1;1
VL;1_5;E1;0;497;1;1;1;1
VL;1_5;E2;0;333;1;1;1;1
VL;1_5;S1;0;407;1;1;1;1
