LIAISON_INF__LIAISON;CHAUSSEE_INF__SENS;ABS_DEB;ABS_FIN;CD_VOIE_INF__VOIE;LARGEUR;DATE_MS
3;1;191920;198800;VL;3.5;01/06/2007 00:00:00
3;1;191920;198800;VR;3.5;01/06/2007 00:00:00
3;1;191920;198800;BAU;2.5;01/06/2007 00:00:00
3;2;0;15317;VL;3.5;16/04/2007 00:00:00
3;2;0;15317;VR;3.5;16/04/2007 00:00:00
3;2;0;15317;BDG;0.8;16/04/2007 00:00:00
3;2;0;15317;BAU;2.5;16/04/2007 00:00:00
3;2;15317;53457;BDG;0.5;16/04/2007 00:00:00
3;2;15317;53457;VL;3.5;16/04/2007 00:00:00
3;2;15317;53457;VR;3.5;16/04/2007 00:00:00
3;2;15317;53457;BAU;2.5;16/04/2007 00:00:00
3;2;53457;69014;BAU;2.5;16/04/2007 00:00:00
3;2;53457;69014;BDG;0.5;16/04/2007 00:00:00
3;2;53457;69014;VL;3.5;16/04/2007 00:00:00
3;2;53457;69014;VR;3.5;16/04/2007 00:00:00
3;2;69014;107255;VL;3.5;01/06/2007 00:00:00
3;2;69014;107255;VR;3.5;01/06/2007 00:00:00
3;2;69014;107255;BAU;2.5;01/06/2007 00:00:00
3;2;69014;107255;BDG;0.5;01/06/2007 00:00:00
3;2;107255;129607;VL;3.5;01/06/2007 00:00:00
3;2;107255;129607;VR;2.5;01/06/2007 00:00:00
3;2;107255;129607;BDG;0.75;01/06/2007 00:00:00
3;2;107255;129607;BAU;2.5;01/06/2007 00:00:00
3;2;129607;161996;BAU;2.5;01/06/2007 00:00:00
3;2;129607;161996;BDG;0.5;01/06/2007 00:00:00
3;2;129607;161996;VR;3.5;01/06/2007 00:00:00
3;2;129607;161996;VL;3.5;01/06/2007 00:00:00
3;2;161996;191918;BAU;2.5;01/06/2007 00:00:00
3;2;161996;191918;BDG;0.5;01/06/2007 00:00:00
3;2;161996;191918;VR;3.5;01/06/2007 00:00:00
3;2;161996;191918;VL;3.5;01/06/2007 00:00:00
3;2;191918;198823;BAU;2.5;01/06/2007 00:00:00
3;2;191918;198823;BDG;0.5;01/06/2007 00:00:00
3;2;191918;198823;VR;3.5;01/06/2007 00:00:00
3;2;191918;198823;VL;3.5;01/06/2007 00:00:00
3;2;198823;231382;BAU;2.5;01/06/2008 00:00:00
3;2;198823;231382;BDG;0.5;01/06/2008 00:00:00
3;2;198823;231382;VR;3.5;01/06/2008 00:00:00
3;2;198823;231382;VL;3.5;01/06/2008 00:00:00
3;2;231382;280800;BAU;2.5;01/07/2010 00:00:00
3;2;231382;280800;BDG;0.5;01/07/2010 00:00:00
3;2;231382;280800;VR;3.5;01/07/2010 00:00:00
3;2;231382;280800;VL;3.5;01/07/2010 00:00:00
3;2;280800;315898;BAU;2.5;01/07/2010 00:00:00
3;2;280800;315898;BDG;0.5;01/07/2010 00:00:00
3;2;280800;315898;VR;3.5;01/07/2010 00:00:00
3;2;280800;315898;VL;3.5;01/07/2010 00:00:00
3;2;315898;372066;BAU;2.5;01/07/2010 00:00:00
3;2;315898;372066;BDG;0.5;01/07/2010 00:00:00
3;2;315898;372066;VR;3.5;01/07/2010 00:00:00
3;2;315898;372066;VL;3.5;01/07/2010 00:00:00
3;2;372066;427576;BAU;2.5;01/07/2010 00:00:00
3;2;372066;427576;BDG;0.5;01/07/2010 00:00:00
3;2;372066;427576;VR;3.5;01/07/2010 00:00:00
3;2;372066;427576;VL;3.5;01/07/2010 00:00:00
5;1;0;562;BDG;0.5;01/07/2007 00:00:00
5;1;0;562;VL;3.5;01/07/2007 00:00:00
5;1;0;562;VR;3.5;01/07/2007 00:00:00
5;1;0;562;BAU;2.5;01/07/2007 00:00:00
5;1;802;26755;BDG;0.5;01/03/2008 00:00:00
5;1;802;26755;VL;3.5;01/03/2008 00:00:00
5;1;802;26755;VR;3.5;01/03/2008 00:00:00
5;1;802;26755;BAU;2.5;01/03/2008 00:00:00
5;1;26755;48939;BDG;0.5;01/07/2007 00:00:00
5;1;26755;48939;VL;3.5;01/07/2007 00:00:00
5;1;26755;48939;VR;3.5;01/07/2007 00:00:00
5;1;26755;48939;BAU;2.5;01/07/2007 00:00:00
5;1;51000;76425;BDG;0.5;01/07/2005 00:00:00
5;1;51000;76425;VL;3.5;01/07/2005 00:00:00
5;1;51000;76425;VR;3.5;01/07/2005 00:00:00
5;1;51000;76425;BAU;2.5;01/07/2005 00:00:00
5;1;76425;91403;BDG;0.5;01/08/2002 00:00:00
5;1;76425;91403;VL;3.5;01/08/2002 00:00:00
5;1;76425;91403;VR;3.5;01/08/2002 00:00:00
5;1;76425;91403;BAU;2.5;01/08/2002 00:00:00
5;1;91403;117976;BDG;0.5;01/09/1999 00:00:00
5;1;91403;117976;VL;3.5;01/09/1999 00:00:00
5;1;91403;117976;VR;3.5;01/09/1999 00:00:00
5;1;91403;117976;BAU;2.5;01/09/1999 00:00:00
5;1;117976;224545;BDG;0.5;01/06/1996 00:00:00
5;1;117976;224545;VL;3.5;01/06/1996 00:00:00
5;1;117976;224545;VR;3.5;01/06/1996 00:00:00
5;1;117976;224545;BAU;2.5;01/06/1996 00:00:00
5;1;224545;265262;BDG;0.5;01/01/1995 00:00:00
5;1;224545;265262;VL;3.5;01/01/1995 00:00:00
5;1;224545;265262;VR;3.5;01/01/1995 00:00:00
5;1;224545;265262;BAU;2.5;01/01/1995 00:00:00
5;2;0;550;BDG;0.5;01/07/2007 00:00:00
5;2;0;550;VL;3.5;01/07/2007 00:00:00
5;2;0;550;VR;3.5;01/07/2007 00:00:00
5;2;0;550;BAU;2.5;01/07/2007 00:00:00
5;2;790;26757;BDG;0.5;01/03/2008 00:00:00
5;2;790;26757;VL;3.5;01/03/2008 00:00:00
5;2;790;26757;VR;3.5;01/03/2008 00:00:00
5;2;790;26757;BAU;2.5;01/03/2008 00:00:00
5;2;26757;48939;BDG;0.5;01/07/2007 00:00:00
5;2;26757;48939;VL;3.5;01/07/2007 00:00:00
5;2;26757;48939;VR;3.5;01/07/2007 00:00:00
5;2;26757;48939;BAU;2.5;01/07/2007 00:00:00
5;2;51000;76440;BDG;0.5;01/07/2005 00:00:00
5;2;51000;76440;VL;3.5;01/07/2005 00:00:00
5;2;51000;76440;VR;3.5;01/07/2005 00:00:00
5;2;51000;76440;BAU;2.5;01/07/2005 00:00:00
5;2;76440;91400;BDG;0.5;01/08/2002 00:00:00
5;2;76440;91400;VL;3.5;01/08/2002 00:00:00
5;2;76440;91400;VR;3.5;01/08/2002 00:00:00
5;2;76440;91400;BAU;2.5;01/08/2002 00:00:00
5;2;91400;117981;BDG;0.5;01/09/1999 00:00:00
3_11;S1;0;1373;VL;3.5;01/01/1960 00:00:00
3_11;S2;0;1019;VL;3.5;01/01/1960 00:00:00
3_12;E1;0;275;VL;3.5;01/01/1960 00:00:00
3_12;E2;0;1410;VL;3.5;01/01/1960 00:00:00
3_12;S1;0;230;VL;3.5;01/01/1960 00:00:00
3_12;S2;0;1419;VL;3.5;01/01/1960 00:00:00
3_13;E1;0;1016;VL;3.5;01/01/1960 00:00:00
3_13;E2;0;1265;VL;3.5;01/01/1960 00:00:00
3_13;S1;0;773;VL;3.5;01/01/1960 00:00:00
3_13;S2;0;1333;VL;3.5;01/01/1960 00:00:00
3_14;E1;0;1129;VL;3.5;01/01/1960 00:00:00
3_14;E2;0;847;VL;3.5;01/01/1960 00:00:00
3_14;S1;0;1164;VL;3.5;01/01/1960 00:00:00
3_14;S2;0;894;VL;3.5;01/01/1960 00:00:00
3_15;E1;0;919;VL;3.5;01/01/1960 00:00:00
3_15;E2;0;804;VL;3.5;01/01/1960 00:00:00
3_15;S1;0;958;VL;3.5;01/01/1960 00:00:00
3_15;S2;0;824;VL;3.5;01/01/1960 00:00:00
3_16;E1;0;305;VL;3.5;01/01/1960 00:00:00
3_16;E2;0;378;VL;3.5;01/01/1960 00:00:00
3_16;S1;0;450;VL;3.5;01/01/1960 00:00:00
3_16;S2;0;658;VL;3.5;01/01/1960 00:00:00
3_17;E1;0;580;VL;3.5;01/01/1960 00:00:00
3_17;S2;0;1285;VL;3.5;01/01/1960 00:00:00
3_2;E1;0;847;VL;3.5;01/01/1960 00:00:00
3_2;E2;0;591;VL;3.5;01/01/1960 00:00:00
3_2;S1;0;937;VL;3.5;01/01/1960 00:00:00
3_2;S2;0;629;VL;3.5;01/01/1960 00:00:00
3_3;E2;0;960;VL;3.5;01/01/1960 00:00:00
3_3;S1;0;378;VL;3.5;01/01/1960 00:00:00
3_4;E1;0;989;VL;3.5;01/01/1960 00:00:00
3_4;E2;0;695;VL;3.5;01/01/1960 00:00:00
3_4;S1;0;1089;VL;3.5;01/01/1960 00:00:00
3_4;S2;0;786;VL;3.5;01/01/1960 00:00:00
3_5;E1;0;847;VL;3.5;01/01/1960 00:00:00
3_5;E2;0;1329;VL;3.5;01/01/1960 00:00:00
3_5;S1;0;1086;VL;3.5;01/01/1960 00:00:00
3_5;S2;0;1319;VL;3.5;01/01/1960 00:00:00
3_6;E1;0;770;VL;3.5;01/01/1960 00:00:00
3_6;E2;0;992;VL;3.5;01/01/1960 00:00:00
3_6;S1;0;658;VL;3.5;01/01/1960 00:00:00
3_6;S2;0;1072;VL;3.5;01/01/1960 00:00:00
3_7;E1;0;1298;VL;3.5;01/01/1960 00:00:00
3_7;S1;0;1290;VL;3.5;01/01/1960 00:00:00
3_8;E1;0;1391;VL;3.5;01/01/1960 00:00:00
3_8;E2;0;1022;VL;3.5;01/01/1960 00:00:00
3_8;S1;0;1337;VL;3.5;01/01/1960 00:00:00
3_8;S2;0;1092;VL;3.5;01/01/1960 00:00:00
3_R1;E1;0;500;VL;3.5;01/01/1960 00:00:00
3_R1;E2;0;500;VL;3.5;01/01/1960 00:00:00
3_R1;S1;0;500;VL;3.5;01/01/1960 00:00:00
3_R1;S2;0;500;VL;3.5;01/01/1960 00:00:00
3_R2;E1;0;500;VL;3.5;01/01/1960 00:00:00
3_R2;E2;0;500;VL;3.5;01/01/1960 00:00:00
3_R2;S1;0;500;VL;3.5;01/01/1960 00:00:00
3_R2;S2;0;500;VL;3.5;01/01/1960 00:00:00
3_R3;E1;0;500;VL;3.5;01/01/1960 00:00:00
3_R3;E2;0;500;VL;3.5;01/01/1960 00:00:00
3_R3;S1;0;500;VL;3.5;01/01/1960 00:00:00
1_13;S3;0;295;VL;3.5;01/01/1960 00:00:00
1_13;S4;0;308;VL;3.5;01/01/1960 00:00:00
1_14;E2;0;1107;VL;3.5;01/01/1960 00:00:00
1_14;S1;0;465;VL;3.5;01/01/1960 00:00:00
1_15;E1;0;924;VL;3.5;01/01/1960 00:00:00
1_15;E2;0;584;VL;3.5;01/01/1960 00:00:00
1_15;S1;0;984;VL;3.5;01/01/1960 00:00:00
1_15;S2;0;678;VL;3.5;01/01/1960 00:00:00
1_16;E1;0;956;VL;3.5;01/01/1960 00:00:00
1_16;E2;0;635;VL;3.5;01/01/1960 00:00:00
1_16;S1;0;1006;VL;3.5;01/01/1960 00:00:00
1_16;S2;0;667;VL;3.5;01/01/1960 00:00:00
1_17;E1;0;844;VL;3.5;01/01/1960 00:00:00
1_17;E2;0;494;VL;3.5;01/01/1960 00:00:00
1_17;S1;0;825;VL;3.5;01/01/1960 00:00:00
1_17;S2;0;506;VL;3.5;01/01/1960 00:00:00
1_18;E1;0;562;VL;3.5;01/01/1960 00:00:00
1_18;E2;0;913;VL;3.5;01/01/1960 00:00:00
1_18;S1;0;593;VL;3.5;01/01/1960 00:00:00
1_18;S2;0;929;VL;3.5;01/01/1960 00:00:00
1_2;E1;0;527;VL;3.5;01/01/1960 00:00:00
1_2;E2;0;480;VL;3.5;01/01/1960 00:00:00
1_2;S1;0;480;VL;3.5;01/01/1960 00:00:00
1_2;S2;0;540;VL;3.5;01/01/1960 00:00:00
1_3;E1;0;574;VL;3.5;01/01/1960 00:00:00
1_3;E2;0;545;VL;3.5;01/01/1960 00:00:00
1_3;S1;0;535;VL;3.5;01/01/1960 00:00:00
1_3;S2;0;449;VL;3.5;01/01/1960 00:00:00
1_4;E1;0;597;VL;3.5;01/01/1960 00:00:00
1_4;E2;0;568;VL;3.5;01/01/1960 00:00:00
1_4;S1;0;512;VL;3.5;01/01/1960 00:00:00
1_4;S2;0;570;VL;3.5;01/01/1960 00:00:00
1_5;E1;0;497;VL;3.5;01/01/1960 00:00:00
1_5;E2;0;333;VL;3.5;01/01/1960 00:00:00
1_5;S1;0;407;VL;3.5;01/01/1960 00:00:00
1_5;S2;0;431;VL;3.5;01/01/1960 00:00:00
1_6;E1;0;362;VL;3.5;01/01/1960 00:00:00
1_6;E2;0;348;VL;3.5;01/01/1960 00:00:00
1_6;S1;0;424;VL;3.5;01/01/1960 00:00:00
