LIAISON_INF__LIAISON;CHAUSSEE_INF__SENS;SCHEMA;DATE_DEB;ABS_DEB;NATURE;NUM_OUVRAGE;DATE_FIN;ABS_FIN;CE;DATE_PUB;DATE_FINPUB;DATE_DEMANDE;NOM_USAGE;COMMENTAIRE
A63;1;OA;20/06/2013 00:00:00;63575;debroussaillage;OH  636b;20/06/2014 00:00:00;63575;Aucune;;;20/06/2013 00:00:00;OH636b/OH288b/ N10018;
