LINE_INDEX;LAYER_NAME;LIAISON;SENS;ABS_DEB;ABS_FIN;X1;Y1;X2;Y2
0;SIG_REF_DETAIL;A63;1;147540;147680;351686.280366186;6295234.33915412;351605.725906081;6295120.66007081
0;SIG_REF_DETAIL;A63;1;147680;147918;351605.725906081;6295120.66007081;351477.283501679;6294920.45276587
0;SIG_REF_DETAIL;A63;1;147918;148280;351477.283501679;6294920.45276587;351289.875215838;6294611.62091283
0;SIG_REF_DETAIL;A63;1;148280;148478;351289.875215838;6294611.62091283;351181.827739487;6294446.25056376
0;SIG_REF_DETAIL;A63;1;148478;148636;351181.827739487;6294446.25056376;351090.822794624;6294317.67839605
0;SIG_REF_DETAIL;A63;1;148636;148777;351090.822794624;6294317.67839605;351005.195054803;6294206.17546178
0;SIG_REF_DETAIL;A63;1;148777;148928;351005.195054803;6294206.17546178;350909.276181959;6294089.78431306
0;SIG_REF_DETAIL;A63;1;148928;149107;350909.276181959;6294089.78431306;350790.837944094;6293956.26542396
0;SIG_REF_DETAIL;A63;1;149107;149389;350790.837944094;6293956.26542396;350590.155940917;6293758.47936696
0;SIG_REF_DETAIL;A63;1;149389;149535;350590.155940917;6293758.47936696;350476.656453434;6293666.54427129
0;SIG_REF_DETAIL;A63;1;149535;149703;350476.656453434;6293666.54427129;350336.21883125;6293575.64623434
0;SIG_REF_DETAIL;A63;1;149703;149867;350336.21883125;6293575.64623434;350188.831751979;6293503.94349954
0;SIG_REF_DETAIL;A63;1;149867;150017;350188.831751979;6293503.94349954;350047.675829177;6293454.49596062
0;SIG_REF_DETAIL;A63;1;150017;150338;350047.675829177;6293454.49596062;349736.573973909;6293380.34610754
0;SIG_REF_DETAIL;A63;1;150338;150491;349736.573973909;6293380.34610754;349592.238461406;6293330.52677458
0;SIG_REF_DETAIL;A63;1;150491;150616;349592.238461406;6293330.52677458;349479.047169462;6293276.87986035
0;SIG_REF_DETAIL;A63;1;150616;150892;349479.047169462;6293276.87986035;349240.533185105;6293138.76109292
0;SIG_REF_DETAIL;A63;1;150892;151013;349240.533185105;6293138.76109292;349130.2636696;6293089.85630502
0;SIG_REF_DETAIL;A63;1;151013;151120;349130.2636696;6293089.85630502;349029.124335295;6293055.58721492
0;SIG_REF_DETAIL;A63;1;151120;151220;349029.124335295;6293055.58721492;348932.581165519;6293032.86444893
0;SIG_REF_DETAIL;A63;1;151220;151308;348932.581165519;6293032.86444893;348845.465171068;6293018.41595429
0;SIG_REF_DETAIL;A63;1;151308;151414;348845.465171068;6293018.41595429;348740.18437736;6293010.20279394
0;SIG_REF_DETAIL;A63;1;151414;151569;348740.18437736;6293010.20279394;348584.951030014;6293015.10155593
0;SIG_REF_DETAIL;A63;1;151569;151782;348584.951030014;6293015.10155593;348373.806854866;6293037.89747104
0;SIG_REF_DETAIL;A63;1;151782;151915;348373.806854866;6293037.89747104;348241.458703091;6293040.09295288
0;SIG_REF_DETAIL;A63;1;151915;152018;348241.458703091;6293040.09295288;348139.133752029;6293031.28104322
0;SIG_REF_DETAIL;A63;1;152018;152134;348139.133752029;6293031.28104322;348024.57914647;6293011.79401979
0;SIG_REF_DETAIL;A63;1;152134;152244;348024.57914647;6293011.79401979;347918.693805821;6292982.47952481
0;SIG_REF_DETAIL;A63;1;152244;152331;347918.693805821;6292982.47952481;347837.705366007;6292953.23566383
0;SIG_REF_DETAIL;A63;1;152331;152412;347837.705366007;6292953.23566383;347763.002714801;6292920.75082234
0;SIG_REF_DETAIL;A63;1;152412;152549;347763.002714801;6292920.75082234;347643.558334991;6292853.90175432
0;SIG_REF_DETAIL;A63;1;152549;152955;347643.558334991;6292853.90175432;347314.134808809;6292618.14962662
0;SIG_REF_DETAIL;A63;1;152955;153072;347314.134808809;6292618.14962662;347216.683573528;6292554.54116265
0;SIG_REF_DETAIL;A63;1;153072;153221;347216.683573528;6292554.54116265;347088.061835831;6292479.86236155
0;SIG_REF_DETAIL;A63;1;153221;153570;347088.061835831;6292479.86236155;346780.591704631;6292315.60175142
0;SIG_REF_DETAIL;A63;1;153570;153681;346780.591704631;6292315.60175142;346686.072739095;6292258.40513435
0;SIG_REF_DETAIL;A63;1;153681;153794;346686.072739095;6292258.40513435;346592.329013812;6292194.82216347
0;SIG_REF_DETAIL;A63;1;153794;153979;346592.329013812;6292194.82216347;346447.444440845;6292080.87605824
0;SIG_REF_DETAIL;A63;1;153979;154107;346447.444440845;6292080.87605824;346352.809421085;6291995.5292437
0;SIG_REF_DETAIL;A63;1;154107;154212;346352.809421085;6291995.5292437;346278.527060083;6291921.51892865
0;SIG_REF_DETAIL;A63;1;154212;155634;346278.527060083;6291921.51892865;345298.856092721;6290895.22647789
0;SIG_REF_DETAIL;A63;1;155634;156037;345298.856092721;6290895.22647789;345013.852133579;6290611.24424335
0;SIG_REF_DETAIL;A63;1;156037;156358;345013.852133579;6290611.24424335;344804.036819836;6290368.04649762
0;SIG_REF_DETAIL;A63;1;156358;156770;344804.036819836;6290368.04649762;344546.473666747;6290047.70988751
0;SIG_REF_DETAIL;A63;1;156770;156882;344546.473666747;6290047.70988751;344469.898309867;6289966.72135084
0;SIG_REF_DETAIL;A63;1;156882;156984;344469.898309867;6289966.72135084;344395.261828442;6289897.31304497
0;SIG_REF_DETAIL;A63;1;156984;157079;344395.261828442;6289897.31304497;344322.570887397;6289836.70176457
0;SIG_REF_DETAIL;A63;1;157079;157369;344322.570887397;6289836.70176457;344091.045129676;6289663.19365212
0;SIG_REF_DETAIL;A63;1;157369;157520;344091.045129676;6289663.19365212;343981.602629073;6289560.11555833
0;SIG_REF_DETAIL;A63;1;157520;157674;343981.602629073;6289560.11555833;343884.35472422;6289440.88441494
0;SIG_REF_DETAIL;A63;1;157674;157775;343884.35472422;6289440.88441494;343828.341663149;6289356.19200057
0;SIG_REF_DETAIL;A63;1;157775;157902;343828.341663149;6289356.19200057;343769.057075182;6289244.85653852
0;SIG_REF_DETAIL;A63;1;157902;157963;343769.057075182;6289244.85653852;343744.878011961;6289188.54928655
0;SIG_REF_DETAIL;A63;1;157963;158364;343744.878011961;6289188.54928655;343614.62852452;6288810.80587698
0;SIG_REF_DETAIL;A63;1;158364;158452;343614.62852452;6288810.80587698;343586.890543617;6288727.09233202
0;SIG_REF_DETAIL;A63;1;158452;158616;343586.890543617;6288727.09233202;343543.533574146;6288569.56168269
0;SIG_REF_DETAIL;A63;1;158616;158760;343543.533574146;6288569.56168269;343520.236100294;6288427.93899436
0;SIG_REF_DETAIL;A63;1;158760;158872;343520.236100294;6288427.93899436;343510.078307042;6288315.85796136
0;SIG_REF_DETAIL;A63;1;158872;158932;343510.078307042;6288315.85796136;343508.869712781;6288256.7065619
0;SIG_REF_DETAIL;A63;1;158932;159043;343508.869712781;6288256.7065619;343512.408135032;6288145.08305781
0;SIG_REF_DETAIL;A63;1;159043;159374;343512.408135032;6288145.08305781;343540.109948692;6287816.2684742
0;SIG_REF_DETAIL;A63;1;159374;159550;343540.109948692;6287816.2684742;343534.520010605;6287641.26127483
0;SIG_REF_DETAIL;A63;1;159550;159707;343534.520010605;6287641.26127483;343514.135871086;6287485.2263137
0;SIG_REF_DETAIL;A63;1;159707;159812;343514.135871086;6287485.2263137;343491.515634556;6287383.19268758
0;SIG_REF_DETAIL;A63;1;159812;159921;343491.515634556;6287383.19268758;343463.956331468;6287278.2074289
0;SIG_REF_DETAIL;A63;1;159921;160046;343463.956331468;6287278.2074289;343424.756451383;6287158.95774322
0;SIG_REF_DETAIL;A63;1;160046;160169;343424.756451383;6287158.95774322;343379.792191404;6287045.1514042
0;SIG_REF_DETAIL;A63;1;160169;160283;343379.792191404;6287045.1514042;343331.545503958;6286942.1039726
0;SIG_REF_DETAIL;A63;1;160283;160497;343331.545503958;6286942.1039726;343234.65255981;6286752.06153286
0;SIG_REF_DETAIL;A63;1;160497;160652;343234.65255981;6286752.06153286;343169.918415025;6286611.86859418
0;SIG_REF_DETAIL;A63;1;160652;160810;343169.918415025;6286611.86859418;343117.453520132;6286462.52855308
0;SIG_REF_DETAIL;A63;1;160810;161073;343117.453520132;6286462.52855308;343048.121226965;6286210.05368067
0;SIG_REF_DETAIL;A63;1;161073;161243;343048.121226965;6286210.05368067;342997.641245638;6286047.13345365
0;SIG_REF_DETAIL;A63;1;161243;161371;342997.641245638;6286047.13345365;342951.111678008;6285928.74096284
0;SIG_REF_DETAIL;A63;1;161371;161469;342951.111678008;6285928.74096284;342910.293676545;6285840.08381396
0;SIG_REF_DETAIL;A63;1;161469;161629;342910.293676545;6285840.08381396;342834.722777922;6285698.83034435
0;SIG_REF_DETAIL;A63;1;161629;161705;342834.722777922;6285698.83034435;342794.861415503;6285634.49830067
0;SIG_REF_DETAIL;A63;1;161705;161863;342794.861415503;6285634.49830067;342704.350991593;6285505.43796467
0;SIG_REF_DETAIL;A63;1;161863;162015;342704.350991593;6285505.43796467;342607.782421013;6285388.18411167
0;SIG_REF_DETAIL;A63;1;162015;162279;342607.782421013;6285388.18411167;342432.181143227;6285192.3245212
0;SIG_REF_DETAIL;A63;1;162279;162419;342432.181143227;6285192.3245212;342348.44478763;6285080.36470083
0;SIG_REF_DETAIL;A63;1;162419;162532;342348.44478763;6285080.36470083;342289.869025843;6284984.13579983
0;SIG_REF_DETAIL;A63;1;162532;162629;342289.869025843;6284984.13579983;342246.232276907;6284897.42087364
0;SIG_REF_DETAIL;A63;1;162629;162760;342246.232276907;6284897.42087364;342197.087558522;6284776.06175017
0;SIG_REF_DETAIL;A63;1;162760;162889;342197.087558522;6284776.06175017;342161.36547179;6284653.05834356
0;SIG_REF_DETAIL;A63;1;162889;163125;342161.36547179;6284653.05834356;342115.399981932;6284421.20489064
0;SIG_REF_DETAIL;A63;1;163125;163209;342115.399981932;6284421.20489064;342102.246584979;6284338.34397722
0;SIG_REF_DETAIL;A63;1;163209;163315;342102.246584979;6284338.34397722;342093.271084116;6284233.31868329
0;SIG_REF_DETAIL;A63;1;163315;163406;342093.271084116;6284233.31868329;342092.212784147;6284142.43125418
0;SIG_REF_DETAIL;A63;1;163406;163676;342092.212784147;6284142.43125418;342113.247884497;6283874.19735249
0;SIG_REF_DETAIL;A63;1;163676;163782;342113.247884497;6283874.19735249;342116.767947944;6283768.2472544
0;SIG_REF_DETAIL;A63;1;163782;163853;342116.767947944;6283768.2472544;342113.412128547;6283696.96935224
0;SIG_REF_DETAIL;A63;1;163853;163976;342113.412128547;6283696.96935224;342101.217714148;6283574.98136351
0;SIG_REF_DETAIL;A63;2;111770;111874;369552.493502921;6321916.40714593;369494.079832703;6321831.21892847
0;SIG_REF_DETAIL;A63;2;111874;111967;369494.079832703;6321831.21892847;369444.675232386;6321752.2370817
0;SIG_REF_DETAIL;A63;2;111967;114491;369444.675232386;6321752.2370817;368117.529685558;6319605.46044021
0;SIG_REF_DETAIL;A63;2;114491;114556;368117.529685558;6319605.46044021;368084.749238002;6319549.53902952
0;SIG_REF_DETAIL;A63;2;114556;114648;368084.749238002;6319549.53902952;368041.873087375;6319468.33169094
0;SIG_REF_DETAIL;A63;2;114648;114750;368041.873087375;6319468.33169094;368001.16488334;6319374.77108833
0;SIG_REF_DETAIL;A63;2;114750;114816;368001.16488334;6319374.77108833;367979.142137018;6319312.27771748
0;SIG_REF_DETAIL;A63;2;114816;114876;367979.142137018;6319312.27771748;367961.897681254;6319254.98629586
0;SIG_REF_DETAIL;A63;2;114876;114931;367961.897681254;6319254.98629586;367948.954849656;6319201.4752457
0;SIG_REF_DETAIL;A63;2;114931;114996;367948.954849656;6319201.4752457;367936.210692895;6319137.93933018
0;SIG_REF_DETAIL;A63;2;114996;115046;367936.210692895;6319137.93933018;367929.415160671;6319088.11190248
0;SIG_REF_DETAIL;A63;2;115046;115101;367929.415160671;6319088.11190248;367924.289636454;6319033.30098648
0;SIG_REF_DETAIL;A63;2;115101;115164;367924.289636454;6319033.30098648;367921.559886579;6318970.46420196
0;SIG_REF_DETAIL;A63;2;115164;115244;367921.559886579;6318970.46420196;367922.635594503;6318891.18227687
0;SIG_REF_DETAIL;A63;2;115244;115307;367922.635594503;6318891.18227687;367927.140094498;6318828.18888022
0;SIG_REF_DETAIL;A63;2;115307;115424;367927.140094498;6318828.18888022;367943.838582418;6318712.2586781
0;SIG_REF_DETAIL;A63;2;115424;115476;367943.838582418;6318712.2586781;367955.655808263;6318661.34454174
0;SIG_REF_DETAIL;A63;2;115476;115928;367955.655808263;6318661.34454174;368077.000766819;6318226.36783561
0;SIG_REF_DETAIL;A63;2;115928;116021;368077.000766819;6318226.36783561;368100.275623156;6318136.01990369
0;SIG_REF_DETAIL;A63;2;116021;116099;368100.275623156;6318136.01990369;368109.236031409;6318059.0755775
0;SIG_REF_DETAIL;A63;2;116099;116280;368109.236031409;6318059.0755775;368130.439846578;6317879.22520072
0;SIG_REF_DETAIL;A63;2;116280;116324;368130.439846578;6317879.22520072;368136.19485103;6317835.08822731
0;SIG_REF_DETAIL;A63;2;116324;116359;368136.19485103;6317835.08822731;368133.496281021;6317800.29083386
