LIAISON_INF__LIAISON;CHAUSSEE_INF__SENS;ABS_DEB;ABS_FIN;CD_CLASS_TRAF_INF__CODE;TENANT;ABOUTIS
A63;1;34750;50000;T1;;
A63;1;50000;80000;T3;;
A63;1;80000;139606;T1;;
A63;2;34750;50000;T2;;
A63;2;50000;80000;T3;;
A63;2;80000;139606;T1;;
