TABLE_NAME;KEY_VALUE
PT_SING_INF;¤~¤ACCES¤~¤A63¤~¤2¤~¤68750¤~¤
PT_SING_INF;¤~¤BIF¤~¤A1¤~¤3¤~¤0¤~¤
PT_SING_INF;¤~¤ECH¤~¤A1¤~¤3¤~¤0¤~¤
PT_SING_INF;¤~¤ECH¤~¤A1¤~¤3¤~¤113700¤~¤
PT_SING_INF;¤~¤PS¤~¤A1¤~¤3¤~¤0¤~¤
PT_SING_INF;¤~¤VAU¤~¤A2¤~¤2¤~¤300552¤~¤
