LIAISON_INF__LIAISON;CHAUSSEE_INF__SENS;ABS_DEB;ABS_FIN;CD_VOIE_INF__VOIE;LARGEUR;DATE_MS
A36;1;35350;36500;BAU;3.5;05/01/1967 00:00:00
A36;1;35350;36500;BDG;3.5;05/01/1967 00:00:00
A432;1;19920;31400;BAU;3.5;30/06/2003 00:00:00
A432;1;19920;31400;BDG;3.5;30/06/2003 00:00:00
A432;1;19920;31400;VR;3.5;30/06/2003 00:00:00
A31;1;74445;77730;BDG;3.5;17/07/1979 00:00:00
A31;1;74445;77730;EE;3.5;30/06/2005 00:00:00
A31;1;74445;77730;VR;3.5;17/07/1979 00:00:00
A31;1;77730;77770;VL;3.5;17/07/1979 00:00:00
A31;1;77730;77770;BAU;3.5;17/07/1979 00:00:00
A31;1;77730;77770;BDG;3.5;17/07/1979 00:00:00
A31;1;77730;77770;EE;3.5;30/06/2005 00:00:00
A31;1;77730;77770;VR;3.5;17/07/1979 00:00:00
A31;1;77730;77770;VS;3.5;27/04/1993 00:00:00
A31;1;77770;79940;VL;3.5;17/07/1979 00:00:00
A31;1;77770;79940;BAU;3.5;17/07/1979 00:00:00
A31;1;77770;79940;BDG;3.5;17/07/1979 00:00:00
A31;1;77770;79940;VR;3.5;17/07/1979 00:00:00
A31;1;77770;79940;VS;3.5;27/04/1993 00:00:00
A31;1;79940;80220;VL;3.5;17/07/1979 00:00:00
A31;1;79940;80220;BAU;3.5;17/07/1979 00:00:00
A31;1;79940;80220;BDG;3.5;17/07/1979 00:00:00
A31;1;79940;80220;EE;3.5;30/06/2005 00:00:00
A31;1;79940;80220;VR;3.5;17/07/1979 00:00:00
A31;1;79940;80220;VS;3.5;27/04/1993 00:00:00
A31;1;80220;83250;VL;3.5;17/07/1979 00:00:00
A31;1;80220;83250;BAU;3.5;17/07/1979 00:00:00
A31;1;80220;83250;BDG;3.5;17/07/1979 00:00:00
A31;1;80220;83250;EE;3.5;30/06/2005 00:00:00
A31;1;80220;83250;VR;3.5;17/07/1979 00:00:00
A19;2;0;4890;BAU;3.5;25/11/1994 00:00:00
A19;2;0;4890;BDG;3.5;25/11/1994 00:00:00
A19;2;0;4890;VL;3.5;25/11/1994 00:00:00
A19;2;0;4890;VR;3.5;25/11/1994 00:00:00
A31;1;83250;86500;VL;3.5;17/07/1979 00:00:00
A19;2;4890;30944;BAU;3.5;08/11/1997 00:00:00
A31;1;83250;86500;BAU;3.5;17/07/1979 00:00:00
A31;1;83250;86500;BDG;3.5;17/07/1979 00:00:00
A31;1;83250;86500;VR;3.5;17/07/1979 00:00:00
A5A;2;0;9422;VL;3.5;01/07/1995 00:00:00
A31;1;86500;88200;VL;3.5;17/07/1979 00:00:00
A31;1;86500;88200;BAU;3.5;17/07/1979 00:00:00
A31;1;86500;88200;BDG;3.5;17/07/1979 00:00:00
A19;2;4890;30944;BDG;3.5;08/11/1997 00:00:00
A31;1;86500;88200;VR;3.5;17/07/1979 00:00:00
A19;2;4890;30944;VL;3.5;08/11/1997 00:00:00
A31;1;88200;91200;VL;3.5;17/07/1979 00:00:00
A5A;2;0;9422;VM1;3.5;01/07/1995 00:00:00
A5A;2;0;9422;VR;3.5;01/07/1995 00:00:00
A19;2;4890;30944;VR;3.5;08/11/1997 00:00:00
A311;2;27115;30550;VL;3.5;15/05/1973 00:00:00
A311;2;27115;30550;BAU;3.5;15/05/1973 00:00:00
A311;2;30130;31230;VL;3.5;15/05/1973 00:00:00
A31;1;88200;91200;BAU;3.5;17/07/1979 00:00:00
A311;2;30130;31230;BAU;3.5;15/05/1973 00:00:00
A311;2;30130;31230;BDG;3.5;15/05/1973 00:00:00
A31;1;88200;91200;BDG;3.5;17/07/1979 00:00:00
A311;2;30130;31230;VR;3.5;15/05/1973 00:00:00
A36;1;0;24000;VL;3.5;04/10/1974 00:00:00
A36;1;35350;36500;VR;3.5;05/01/1967 00:00:00
A36;1;36500;47500;VL;3.5;05/01/1967 00:00:00
A36;1;36500;47500;BAU;3.5;05/01/1967 00:00:00
A36;1;36500;47500;BDG;3.5;05/01/1967 00:00:00
A36;1;36500;47500;VR;3.5;05/01/1967 00:00:00
A31;1;88200;91200;EE;3.5;31/10/2008 00:00:00
A36;1;47500;50050;VL;3.5;05/01/1967 00:00:00
A36;1;47500;50050;BAU;3.5;05/01/1967 00:00:00
A36;1;47500;50050;BDG;3.5;05/01/1967 00:00:00
A36;1;47500;50050;VR;3.5;05/01/1967 00:00:00
A36;1;50050;58334;VL;3.5;04/04/1976 00:00:00
A36;1;50050;58334;BAU;3.5;04/04/1976 00:00:00
A36;1;50050;58334;BDG;3.5;04/04/1976 00:00:00
A36;1;50050;58334;VR;3.5;04/04/1976 00:00:00
A36;1;58334;60598;VL;3.5;04/04/1976 00:00:00
A36;1;58334;60598;BDG;3.5;04/04/1976 00:00:00
A36;1;58334;60598;VR;3.5;04/04/1976 00:00:00
A36;1;58334;60598;VS;3.5;04/04/1976 00:00:00
A36;1;60598;65500;VL;3.5;04/04/1976 00:00:00
A36;1;60598;65500;BAU;3.5;04/04/1976 00:00:00
A36;1;60598;65500;BDG;3.5;04/04/1976 00:00:00
A36;1;60598;65500;VR;3.5;04/04/1976 00:00:00
A36;1;66100;98891;VL;3.5;04/04/1976 00:00:00
A36;1;66100;67754;BAU;3.5;04/04/1976 00:00:00
A36;1;66100;67754;BDG;3.5;04/04/1976 00:00:00
A36;1;66100;98891;VR;3.5;04/04/1976 00:00:00
A36;1;67754;69030;BDG;3.5;04/04/1976 00:00:00
A36;1;67754;69030;VS;3.5;04/04/1976 00:00:00
A36;1;69030;81599;BAU;3.5;04/04/1976 00:00:00
A36;1;69030;81599;BDG;3.5;04/04/1976 00:00:00
A36;1;81599;84338;BDG;3.5;04/04/1976 00:00:00
A36;1;81599;84338;VS;3.5;04/04/1976 00:00:00
A36;1;84338;98891;BAU;3.5;04/04/1976 00:00:00
A36;1;84338;98891;BDG;3.5;04/04/1976 00:00:00
A36;1;98891;133993;VL;3.5;03/06/1977 00:00:00
A36;1;98891;133993;BAU;3.5;03/06/1977 00:00:00
A36;1;98891;133993;BDG;3.5;03/06/1977 00:00:00
A36;1;98891;133993;VR;3.5;03/06/1977 00:00:00
A36;1;133993;149666;VL;3.5;03/04/1978 00:00:00
A36;1;133993;149666;BAU;3.5;03/04/1978 00:00:00
A36;1;133993;149666;BDG;3.5;03/04/1978 00:00:00
A36;1;133993;149666;VR;3.5;03/04/1978 00:00:00
A36;1;149666;181100;VL;3.5;02/05/1978 00:00:00
A36;1;149666;181100;BAU;3.5;02/05/1978 00:00:00
A36;1;149666;181100;BDG;3.5;02/05/1978 00:00:00
A36;1;149666;181100;VR;3.5;02/05/1978 00:00:00
A36;1;181100;196000;VL;3.5;03/06/1978 00:00:00
A36;1;181100;196000;BAU;3.5;03/06/1978 00:00:00
A36;1;181100;196000;BDG;3.5;03/06/1978 00:00:00
A36;1;181100;196000;VR;3.5;03/06/1978 00:00:00
A36;1;196000;216777;VL;3.5;13/04/1978 00:00:00
A36;1;196000;216777;BAU;3.5;13/04/1978 00:00:00
A36;1;196000;216777;BDG;3.5;13/04/1978 00:00:00
A36;1;196000;216777;VR;3.5;13/04/1978 00:00:00
A391;2;0;3600;VL;3.5;31/12/1998 00:00:00
A391;2;0;3600;BAU;2.5;31/12/1998 00:00:00
A391;2;0;3600;BDG;1.5;31/12/1998 00:00:00
A391;2;0;3600;VR;3.5;31/12/1998 00:00:00
A391;2;3600;4277;VL;3.5;31/12/1998 00:00:00
A391;2;3600;4277;BAU;2.5;31/12/1998 00:00:00
A391;2;3600;4277;BDG;1.5;31/12/1998 00:00:00
A432;2;11660;12290;VL;3.5;05/01/1991 00:00:00
A432;2;11660;12290;BAU;3.5;05/01/1991 00:00:00
A432;2;11660;12290;BDG;3.5;05/01/1991 00:00:00
A432;2;11660;12290;VR;3.5;05/01/1991 00:00:00
A432;2;12650;16925;VL;3.5;30/06/2003 00:00:00
A432;2;12650;16925;BAU;3.5;30/06/2003 00:00:00
A432;2;12650;16925;BDG;3.5;30/06/2003 00:00:00
A432;2;12650;16925;VR;3.5;30/06/2003 00:00:00
A432;2;16925;19920;VL;3.5;05/01/1991 00:00:00
A432;2;16925;19920;BAU;3.5;05/01/1991 00:00:00
A432;2;16925;19920;BDG;3.5;05/01/1991 00:00:00
A432;2;16925;19920;VR;3.5;05/01/1991 00:00:00
A432;2;19920;31400;VL;3.5;30/06/2003 00:00:00
A432;2;19920;31400;BAU;3.5;30/06/2003 00:00:00
A432;2;19920;31400;BDG;3.5;30/06/2003 00:00:00
A432;2;19920;31400;VR;3.5;30/06/2003 00:00:00
A46;1;0;8850;VL;3.5;05/01/1991 00:00:00
A46;1;0;8850;BAU;3.5;05/01/1991 00:00:00
A46;1;0;8850;BDG;3.5;05/01/1991 00:00:00
A46;1;0;8850;VR;3.5;05/01/1991 00:00:00
A46;1;8850;10240;VL;3.5;05/01/1991 00:00:00
A46;1;8850;10240;BAU;3.5;05/01/1991 00:00:00
A46;1;8850;10240;BDG;3.5;05/01/1991 00:00:00
A46;1;8850;10240;VR;3.5;05/01/1991 00:00:00
A46;1;8850;10240;EE;3.5;30/06/2007 00:00:00
A46;1;10240;12300;BAU;3.5;25/11/1993 00:00:00
A46;1;10240;12300;BDG;3.5;05/01/1991 00:00:00
A46;1;10240;12300;VL;3.5;05/01/1991 00:00:00
A46;1;10240;12300;VR;3.5;05/01/1991 00:00:00
A46;1;10240;12300;VS;3.5;05/01/1991 00:00:00
A46;1;12300;12780;BAU;3.5;30/06/2006 00:00:00
A46;1;12300;12780;BDG;3.5;05/01/1991 00:00:00
A46;1;12300;12780;EE;3.5;30/06/2006 00:00:00
A46;1;12300;12780;VL;3.5;05/01/1991 00:00:00
A46;1;12300;12780;VR;3.5;05/01/1991 00:00:00
A46;1;12780;13300;VL;3.5;05/01/1991 00:00:00
A46;1;12780;13300;BAU;3.5;30/06/2006 00:00:00
A46;1;12780;13300;BDG;3.5;05/01/1991 00:00:00
A46;1;12780;13300;EE;3.5;30/06/2006 00:00:00
A46;1;12780;13300;VR;3.5;05/01/1991 00:00:00
A46;1;13300;17800;VL;3.5;05/01/1991 00:00:00
A46;1;13300;17800;BAU;3.5;31/10/2006 00:00:00
A46;1;13300;17800;BDG;3.5;05/01/1991 00:00:00
A46;1;13300;17800;EE;3.5;31/10/2006 00:00:00
A46;1;13300;17800;VR;3.5;05/01/1991 00:00:00
A46;1;17800;23660;VL;3.5;05/01/1991 00:00:00
A46;1;17800;23660;BAU;3.5;05/01/1991 00:00:00
A46;1;17800;23660;BDG;3.5;05/01/1991 00:00:00
A46;1;17800;23660;VR;3.5;05/01/1991 00:00:00
A46;1;23660;25768;VL;3.5;06/01/1993 00:00:00
A46;1;23660;25768;BAU;3.5;06/01/1993 00:00:00
A46;1;23660;25768;BDG;3.5;06/01/1993 00:00:00
A46;1;23660;25768;VM1;3.5;06/01/1993 00:00:00
A46;1;23660;25768;VR;3.5;06/01/1993 00:00:00
A5;1;0;1310;VL;3.5;25/11/1994 00:00:00
A5;1;0;1310;VM1;3.5;25/11/1994 00:00:00
A5;1;0;1310;VR;3.5;25/11/1994 00:00:00
A5;1;1310;1650;BPV;3.5;25/11/1994 00:00:00
A5;1;1650;6420;VL;3.5;25/11/1994 00:00:00
A5;1;1650;6420;VM1;3.5;25/11/1994 00:00:00
A5;1;1650;6420;VR;3.5;25/11/1994 00:00:00
A39-2;E2;0;498;VL;4.5;01/01/1900 00:00:00
A39-2;S1;0;331;VL;4.5;01/01/1900 00:00:00
A39-3;E1;0;378;VL;4.5;01/01/1900 00:00:00
A39-3;E2;0;344;VL;4.5;01/01/1900 00:00:00
A39-3;S1;0;478;VL;4.5;01/01/1900 00:00:00
A39-3;S2;0;351;VL;4.5;01/01/1900 00:00:00
A39-5;E1;0;671;VL;4.5;01/01/1900 00:00:00
A39-5;E2;0;382;VL;4.5;01/01/1900 00:00:00
A39-5;S1;0;619;VL;4.5;01/01/1900 00:00:00
A39-5;S2;0;326;VL;4.5;01/01/1900 00:00:00
A39-6;E1;0;1288;VL;4.5;01/01/1900 00:00:00
A39-6;E2;0;347;VL;4.5;01/01/1900 00:00:00
A39-6;S1;0;636;VL;4.5;01/01/1900 00:00:00
A39-6;S2;0;1082;VL;4.5;01/01/1900 00:00:00
A39-7.1;E1;0;687;VL;4.5;01/01/1900 00:00:00
A39-7.1;E2;0;310;VL;4.5;01/01/1900 00:00:00
A39-7.1;S1;0;375;VL;4.5;01/01/1900 00:00:00
A39-7.1;S2;0;643;VL;4.5;01/01/1900 00:00:00
A39-8;E1;0;459;VL;4.5;01/01/1900 00:00:00
A39-8;E2;0;778;VL;4.5;01/01/1900 00:00:00
A39-8;S1;0;507;VL;4.5;01/01/1900 00:00:00
A39-8;S2;0;1002;VL;4.5;01/01/1900 00:00:00
A39-9;E1;0;794;VL;4.5;01/01/1900 00:00:00
A39-9;E2;0;641;VL;4.5;01/01/1900 00:00:00
A39-9;S1;0;1001;VL;4.5;01/01/1900 00:00:00
A39-9;S2;0;794;VL;4.5;01/01/1900 00:00:00
A40-1;E2;0;481;VL;4.5;01/01/1900 00:00:00
A40-1;S1;0;428;VL;4.5;01/01/1900 00:00:00
A40-2;E1;0;378;VL;4.5;01/01/1900 00:00:00
A40-2;E2;0;807;VL;4.5;01/01/1900 00:00:00
A40-2;S1;0;220;VL;4.5;01/01/1900 00:00:00
A40-2;S2;0;946;VL;4.5;01/01/1900 00:00:00
A40-3;E1;0;627;VL;4.5;01/01/1900 00:00:00
A40-3;E2;0;598;VL;4.5;01/01/1900 00:00:00
A40-3;S1;0;906;VL;4.5;01/01/1900 00:00:00
A40-3;S2;0;486;VL;4.5;01/01/1900 00:00:00
A404-11;E1;0;363;VL;4.5;01/01/1900 00:00:00
A404-11;E2;0;132;VL;4.5;01/01/1900 00:00:00
A404-11;S1;0;259;VL;4.5;01/01/1900 00:00:00
A404-11;S2;0;344;VL;4.5;01/01/1900 00:00:00
A40-4;E2;0;1194;VL;4.5;01/01/1900 00:00:00
A40-4;S1;0;1096;VL;4.5;01/01/1900 00:00:00
A404-10;E1;0;180;VL;4.5;01/01/1900 00:00:00
A404-10;E2;0;426;VL;4.5;01/01/1900 00:00:00
A404-10;S1;0;617;VL;4.5;01/01/1900 00:00:00
A31;1;0;1300;BDG;3.5;15/05/1973 00:00:00
A31;1;0;1300;VM1;3.5;15/05/1973 00:00:00
A31;1;0;1300;VR;3.5;03/03/1992 00:00:00
A31;1;1300;4400;VL;3.5;11/03/1992 00:00:00
A31;1;1300;4400;BAU;3.5;15/05/1973 00:00:00
A31;1;1300;4400;BDG;3.5;15/05/1973 00:00:00
A31;1;1300;4400;VM1;3.5;15/05/1973 00:00:00
A31;1;1300;4400;VR;3.5;15/05/1973 00:00:00
A31;1;4400;17100;VL;3.5;15/05/1973 00:00:00
A31;1;4400;17100;BAU;3.5;15/05/1973 00:00:00
A31;1;4400;17100;BDG;3.5;15/05/1973 00:00:00
A6;2;64900;66500;BAU;3.5;05/01/1964 00:00:00
A6;2;64900;66500;BDG;3.5;05/01/1964 00:00:00
A6;2;64900;66500;VM1;3.5;05/01/1964 00:00:00
A6;2;64900;66500;VR;3.5;05/01/1964 00:00:00
A311;1;26933;30550;BAU;3.5;15/05/1973 00:00:00
A311;1;26933;30550;BDG;3.5;15/05/1973 00:00:00
A6;2;66500;70500;BAU;3.5;05/01/1964 00:00:00
A6;2;66500;70500;BDG;3.5;05/01/1964 00:00:00
A6;2;66500;70500;VM1;3.5;05/01/1964 00:00:00
A6;2;66500;79700;VR;3.5;02/03/1977 00:00:00
A311;1;26933;30550;VL;3.5;15/05/1973 00:00:00
A311;1;26933;30550;VR;3.5;15/05/1973 00:00:00
A6;2;70500;70700;BAU;3.5;02/03/1977 00:00:00
A6;2;70500;70700;BDG;3.5;05/01/1964 00:00:00
A6;2;70500;70700;VM1;3.5;05/01/1964 00:00:00
A311;1;30132;31232;VL;3.5;15/05/1973 00:00:00
A311;1;30132;31232;BAU;3.5;15/05/1973 00:00:00
A6;2;70700;79700;BAU;3.5;05/01/1964 00:00:00
A31;1;0;1300;VL;3.5;15/05/1973 00:00:00
A311;1;30132;31232;BDG;3.5;15/05/1973 00:00:00
A6;2;70700;79700;BDG;3.5;05/01/1964 00:00:00
A6;2;70700;79700;VM1;3.5;05/01/1964 00:00:00
A31;1;0;1300;BAU;3.5;15/05/1973 00:00:00
A31;1;4400;17100;VR;3.5;15/05/1973 00:00:00
A6;2;79700;109770;BAU;3.5;05/01/1964 00:00:00
A6;2;79700;109770;BDG;3.5;05/01/1964 00:00:00
A6;2;79700;109770;VR;3.5;05/01/1964 00:00:00
A31;1;17100;27300;VL;3.5;15/05/1973 00:00:00
A31;1;17100;27300;BAU;3.5;15/05/1973 00:00:00
A31;1;17100;27300;BDG;3.5;15/05/1973 00:00:00
A31;1;17100;27300;EE;3.5;30/11/2007 00:00:00
A31;1;17100;27300;VR;3.5;15/05/1973 00:00:00
A31;1;27300;28570;VL;3.5;03/04/1987 00:00:00
A31;1;27300;28570;BAU;3.5;03/04/1987 00:00:00
A31;1;27300;28570;BDG;3.5;03/04/1987 00:00:00
A31;1;27300;28570;EE;3.5;30/11/2007 00:00:00
A31;1;27300;28570;VR;3.5;03/04/1987 00:00:00
A31;1;28570;40670;VL;3.5;03/04/1987 00:00:00
A31;1;28570;40670;BAU;3.5;03/04/1987 00:00:00
A31;1;28570;40670;BDG;3.5;03/04/1987 00:00:00
A6;2;109770;125200;BAU;3.5;05/01/1964 00:00:00
A6;2;109770;125200;BDG;3.5;05/01/1964 00:00:00
A6;2;109770;125200;VM1;3.5;05/01/1964 00:00:00
A6;2;109770;125200;VR;3.5;05/09/1993 00:00:00
A6;2;125200;126400;BAU;3.5;05/01/1964 00:00:00
A6;2;125200;126400;BDG;3.5;05/01/1964 00:00:00
A6;2;125200;126400;VM1;3.5;05/01/1964 00:00:00
A6;2;125200;126400;VR;3.5;05/01/1964 00:00:00
A6;2;126400;133450;BAU;3.5;05/01/1964 00:00:00
A311;1;30132;31232;VR;3.5;15/05/1973 00:00:00
A6;2;126400;133450;BDG;3.5;05/01/1964 00:00:00
A39;2;0;5190;VL;3.5;04/01/1985 00:00:00
A31;1;28570;40670;VR;3.5;03/04/1987 00:00:00
A39;2;0;5190;BAU;3.5;04/01/1985 00:00:00
A39;2;0;5190;BDG;3.5;04/01/1985 00:00:00
A31;1;40670;69000;VL;3.5;03/08/1985 00:00:00
A6;2;126400;133450;VM1;3.5;05/01/1964 00:00:00
A39;2;0;5190;VR;3.5;04/01/1985 00:00:00
A31;1;40670;69000;BAU;3.5;03/08/1985 00:00:00
A31;1;40670;69000;BDG;3.5;03/08/1985 00:00:00
A6;2;126400;133450;VR;3.5;05/09/1993 00:00:00
A31;1;40670;69000;VR;3.5;03/08/1985 00:00:00
A39;2;5190;5520;VL;3.5;04/01/1989 00:00:00
A6;2;133450;135950;BAU;3.5;05/01/1964 00:00:00
A39;2;5190;5520;BAU;3.5;04/01/1989 00:00:00
A6;2;133450;135950;BDG;3.5;05/01/1964 00:00:00
A31;1;69000;69800;VL;3.5;03/08/1985 00:00:00
A39;2;5190;5520;BDG;3.5;04/01/1989 00:00:00
A39;2;5190;5520;VR;3.5;04/01/1989 00:00:00
A6;2;133450;135950;VM1;3.5;05/01/1964 00:00:00
A39;2;6618;22110;VL;3.5;04/01/1994 00:00:00
A6;2;133450;179349;VR;3.5;05/01/1964 00:00:00
A39;2;6618;22110;BAU;3.5;04/01/1994 00:00:00
A31;1;69000;69800;BAU;3.5;03/08/1985 00:00:00
A39;2;6618;22110;BDG;3.5;04/01/1994 00:00:00
A39;2;6618;22110;VR;3.5;04/01/1994 00:00:00
A31;1;69000;69800;BDG;3.5;03/08/1985 00:00:00
A6;2;135950;153100;BAU;3.5;05/01/1964 00:00:00
A6;2;135950;153100;BDG;3.5;05/01/1964 00:00:00
A6;2;135950;153100;EI;3.5;31/12/1995 00:00:00
A31;1;69000;69800;EE;3.5;31/10/2008 00:00:00
A31;1;69000;69800;VR;3.5;03/08/1985 00:00:00
A31;1;69800;74420;VL;3.5;17/07/1979 00:00:00
A6;2;153100;179349;BAU;3.5;05/01/1964 00:00:00
A31;1;69800;74420;BAU;3.5;17/07/1979 00:00:00
A6;2;153100;179349;BDG;3.5;05/01/1964 00:00:00
A39;2;22110;40698;VL;3.5;04/01/1994 00:00:00
A39;2;22110;40698;BAU;3.5;04/01/1994 00:00:00
A31;1;69800;74420;BDG;3.5;17/07/1979 00:00:00
A6;2;179350;265000;VL;3.5;19/09/1966 00:00:00
A39;2;22110;40698;BDG;3.5;04/01/1994 00:00:00
A39;2;22110;40698;VR;3.5;04/01/1994 00:00:00
A39;2;40698;121210;VL;3.5;01/01/1998 00:00:00
A31;1;69800;74420;EE;3.5;31/10/2008 00:00:00
A31;1;69800;74420;VR;3.5;17/07/1979 00:00:00
A6;2;179350;265000;BAU;3.5;19/09/1966 00:00:00
A39;2;40698;121210;BAU;3.5;01/01/1998 00:00:00
A31;1;74420;74445;VL;3.5;17/07/1979 00:00:00
A31;1;74420;74445;BAU;3.5;17/07/1979 00:00:00
A6;2;179350;265000;BDG;3.5;19/09/1966 00:00:00
A6;2;179350;265000;VR;3.5;19/09/1966 00:00:00
A6;2;265000;299500;VL;3.5;13/06/1968 00:00:00
A6;2;265000;288600;BAU;3.5;13/06/1968 00:00:00
A31;1;74420;74445;BDG;3.5;17/07/1979 00:00:00
A31;1;74420;74445;VR;3.5;17/07/1979 00:00:00
A6;2;265000;288600;BDG;3.5;13/06/1968 00:00:00
A6;2;265000;304000;VR;3.5;13/06/1968 00:00:00
A39;2;40698;121210;BDG;3.5;01/01/1998 00:00:00
A6;2;288600;299500;BAU;3.5;13/06/1968 00:00:00
A39;2;40698;121210;VR;3.5;01/01/1998 00:00:00
A6;2;288600;299500;BDG;3.5;13/06/1968 00:00:00
A6;2;288600;299500;VS;3.5;13/06/1968 00:00:00
A39;2;121210;144739;VL;3.5;01/01/1998 00:00:00
A31;1;74445;77730;VL;3.5;17/07/1979 00:00:00
A39;2;121210;144739;BAU;3.5;01/01/1998 00:00:00
A6;2;299500;302800;VL;3.5;09/05/1993 00:00:00
A6;2;299500;302800;BAU;3.5;13/06/1968 00:00:00
A6;2;299500;302800;BDG;3.5;13/06/1968 00:00:00
A6;2;299500;302800;VM1;3.5;13/06/1968 00:00:00
A6;2;302800;304604;VL;3.5;13/06/1968 00:00:00
A39;2;121210;144739;BDG;3.5;01/01/1998 00:00:00
A6;2;302800;304000;BAU;3.5;13/06/1968 00:00:00
A39;2;121210;144739;VR;3.5;01/01/1998 00:00:00
A40;1;102850;116028;VL;3.5;06/01/1989 00:00:00
A40;1;102850;104078;BAU;3.5;06/01/1989 00:00:00
A40;1;102850;104078;BDG;3.5;06/01/1989 00:00:00
A40;1;102850;116028;VR;3.5;06/01/1989 00:00:00
A40;1;104078;104988;BDG;3.5;06/01/1989 00:00:00
A6;2;302800;304000;BDG;3.5;13/06/1968 00:00:00
A71;2;209800;380300;BAU;3.5;31/05/1986 00:00:00
A71;2;209800;380300;VL;3.5;31/05/1986 00:00:00
A31;1;83250;88200;EE;3.5;31/10/2008 00:00:00
A31;1;99700;112470;EE;3.5;31/10/2008 00:00:00
A6;2;304000;304604;BAU;3.5;13/06/1968 00:00:00
A6;1;43940;49225;VL;3.5;05/01/1964 00:00:00
A6;2;304000;304604;BDG;3.5;13/06/1968 00:00:00
A6;1;43940;49225;BAU;3.5;05/01/1964 00:00:00
A6;2;304000;304604;VM1;3.5;13/06/1968 00:00:00
A6;1;43940;49225;BDG;3.5;05/01/1964 00:00:00
A6;2;304000;312000;VR;3.5;22/09/1982 00:00:00
A6;2;304604;306350;VL;3.5;17/09/1992 00:00:00
A71;2;209800;380300;BDG;3.5;31/05/1986 00:00:00
A6;2;304604;305200;BAU;3.5;13/06/1968 00:00:00
A71;2;209800;380300;VR;3.5;31/05/1986 00:00:00
A6;1;43940;49225;VR;3.5;05/01/1964 00:00:00
A71;2;381630;390234;VL;3.5;31/05/1986 00:00:00
A6;2;304604;305200;BDG;3.5;13/06/1968 00:00:00
A71;2;381630;390234;BAU;3.5;31/05/1986 00:00:00
A71;2;381630;390234;BDG;3.5;31/05/1986 00:00:00
A6;2;304604;305200;VM1;3.5;17/09/1992 00:00:00
A71;2;381630;390234;VR;3.5;31/05/1986 00:00:00
A719;2;970;2469;VL;3.5;01/06/1986 00:00:00
A31;2;113090;116600;VL;3.5;24/02/1981 00:00:00
A31;2;113090;116600;BAU;3.5;24/02/1981 00:00:00
A31;2;113090;116600;BDG;3.5;24/02/1981 00:00:00
A31;2;113090;116600;VR;3.5;24/02/1981 00:00:00
A31;2;116600;118350;VL;3.5;24/02/1981 00:00:00
A31;2;116600;118350;BAU;3.5;24/02/1981 00:00:00
A31;2;116600;118350;BDG;3.5;24/02/1981 00:00:00
A31;2;116600;118350;VS;3.5;03/12/1990 00:00:00
A31;2;116600;118350;VM1;3.5;24/02/1981 00:00:00
A31;2;116600;118350;VR;3.5;24/02/1981 00:00:00
A31;2;118350;118600;VL;3.5;24/02/1981 00:00:00
A31;2;118350;118600;BAU;3.5;24/02/1981 00:00:00
A31;2;118350;118600;BDG;3.5;24/02/1981 00:00:00
A31;2;118350;118600;VS;3.5;30/09/2004 00:00:00
A31;2;118350;118600;VM1;3.5;24/02/1981 00:00:00
A31;2;118350;118600;VR;3.5;24/02/1981 00:00:00
A31;2;118600;118650;VL;3.5;24/02/1981 00:00:00
A31;2;118600;118650;BAU;3.5;24/02/1981 00:00:00
A31;2;118600;118650;BDG;3.5;24/02/1981 00:00:00
A31;2;118600;118650;VS;3.5;30/09/2004 00:00:00
A31;2;118600;118650;VR;3.5;24/02/1981 00:00:00
A31;2;118650;120843;VL;3.5;24/02/1981 00:00:00
A31;2;118650;120843;BAU;3.5;24/02/1981 00:00:00
A31;2;118650;120843;BDG;3.5;24/02/1981 00:00:00
A31;2;118650;120843;VR;3.5;24/02/1981 00:00:00
A31;2;120843;148536;VL;3.5;07/05/1981 00:00:00
A31;2;120843;148536;BAU;3.5;07/05/1981 00:00:00
A31;2;120843;148536;BDG;3.5;07/05/1981 00:00:00
A31;2;120843;148536;VR;3.5;07/05/1981 00:00:00
A31;2;148536;225210;VL;3.5;07/06/1981 00:00:00
A31;2;148536;225210;BAU;3.5;07/06/1981 00:00:00
A31;2;148536;225210;BDG;3.5;07/06/1981 00:00:00
A31;2;148536;225210;VR;3.5;07/06/1981 00:00:00
A31;2;225910;228596;VL;3.5;09/05/1981 00:00:00
A31;2;225910;228596;BAU;3.5;09/05/1981 00:00:00
A31;2;225910;228596;BDG;3.5;09/05/1981 00:00:00
A31;2;225910;228596;VR;3.5;09/05/1981 00:00:00
A39;1;0;5520;VL;3.5;04/01/1989 00:00:00
A39;1;0;5520;BAU;3.5;04/01/1989 00:00:00
A39;1;0;5520;BDG;3.5;04/01/1989 00:00:00
A39;1;0;5520;VR;3.5;04/01/1989 00:00:00
A39;1;6618;22110;VL;3.5;04/01/1994 00:00:00
A39;1;6618;22110;BAU;3.5;04/01/1994 00:00:00
A39;1;6618;22110;BDG;3.5;04/01/1994 00:00:00
A39;1;6618;22110;VR;3.5;04/01/1994 00:00:00
A39;1;22110;40698;VL;3.5;04/01/1994 00:00:00
A39;1;22110;40698;BAU;3.5;04/01/1994 00:00:00
A39;1;22110;40698;BDG;3.5;04/01/1994 00:00:00
A39;1;22110;40698;VR;3.5;04/01/1994 00:00:00
A39;1;40698;121210;VL;3.5;01/01/1998 00:00:00
A39;1;40698;121210;BAU;3.5;01/01/1998 00:00:00
A39;1;40698;121210;BDG;3.5;01/01/1998 00:00:00
