LIAISON_INF__LIAISON;CHAUSSEE_INF__SENS;ABS_DEB;ABS_FIN;CD_TPC_INF__CODE;LARGEUR
A42;3;14050;14150;ITPC;
A77;3;53850;53950;ITPC;
A39;3;102260;102360;ITPC;
A42;3;8750;8850;ITPC;
A36;3;10650;10750;ITPC;
A5;3;124930;125030;ITPC;
A71;3;330807;330907;ITPC;
A39;3;61558;61658;ITPC;
A432;3;24600;24700;ITPC;
A71;3;375240;375340;ITPC;
A71;3;367490;367590;ITPC;
A39;3;3960;4060;ITPC;
A46;3;15850;15950;ITPC;
A26;3;382139;382239;ITPC;
A36;3;60840;60940;ITPC;
A36;3;62230;62330;ITPC;
A19;3;4880;4980;ITPC;
A71;3;228187;228287;ITPC;
A5;3;35130;35230;ITPC;
A31;3;119796;119896;ITPC;
A31;3;161770;161870;ITPC;
A31;3;119159;119259;ITPC;
A6;3;61350;61450;ITPC;
A6;3;68350;68450;ITPC;
A6;3;423480;423580;ITPC;
A42;3;40950;41050;ITPC;
A42;3;42000;42100;ITPC;
A42;3;43200;43300;ITPC;
A6;3;113250;113350;ITPC;
A77;3;69610;69710;ITPC;
A77;3;71580;71680;ITPC;
A36;3;181300;181400;ITPC;
A36;3;183090;183190;ITPC;
A36;3;29650;29750;ITPC;
A31;3;20250;20350;ITPC;
A6;3;178950;179050;ITPC;
A31;3;64050;64150;ITPC;
A5;3;52150;52250;ITPC;
A6;3;77650;77750;ITPC;
A6;3;164300;164400;ITPC;
A6;3;289240;289340;ITPC;
A71;3;287277;287377;ITPC;
A5;3;149080;149180;ITPC;
A710W;3;12176;12276;ITPC;
A71;3;289377;289477;ITPC;
A36;3;199650;199750;ITPC;
A36;3;200110;200210;ITPC;
A40;3;140059;140159;ITPC;
A42;3;16050;16150;ITPC;
A42;3;34950;35050;ITPC;
A31;3;136126;136226;ITPC;
A6;3;353750;353850;ITPC;
A36;3;86000;86100;ITPC;
A40;3;130890;130990;ITPC;
A71;3;387731;387831;ITPC;
A71;3;350127;350227;ITPC;
A39;3;70768;70868;ITPC;
A5;3;178660;178760;ITPC;
A5;3;176569;176669;ITPC;
A5;3;139692;139792;ITPC;
A5;3;140740;140840;ITPC;
A6;3;325480;325580;ITPC;
A40;3;126200;126300;ITPC;
A26;3;387391;387491;ITPC;
A77;3;21250;21350;ITPC;
A6;3;101000;101100;ITPC;
A46;3;9710;9810;ITPC;
A42;3;7950;8050;ITPC;
A19;3;19750;19850;ITPC;
A40;3;166450;166550;ITPC;
A71;3;321057;321157;ITPC;
A432;3;16105;16205;ITPC;
A5;3;159008;159108;ITPC;
A36;3;154210;154310;ITPC;
A36;3;187420;187520;ITPC;
A36;3;96290;96390;ITPC;
A40;3;153300;153400;ITPC;
A40;3;139298;139398;ITPC;
A39;3;88525;88625;ITPC;
A39;3;1840;1940;ITPC;
A36;3;163520;163620;ITPC;
A39;3;42868;42968;ITPC;
A6;3;267590;267690;ITPC;
A31;3;6350;6450;ITPC;
A6;3;436550;436650;ITPC;
A6;3;438500;438600;ITPC;
A77;3;24550;24650;ITPC;
A5;3;310;410;ITPC;
A5;3;131212;131312;ITPC;
A5;3;206476;206576;ITPC;
A404;3;6025;6125;ITPC;
A5;3;123750;123850;ITPC;
A36;3;176125;176225;ITPC;
A31;3;171388;171488;ITPC;
A42;3;30000;30100;ITPC;
A42;3;31500;31600;ITPC;
A31;3;180248;180348;ITPC;
A19;3;2410;2510;ITPC;
A71;3;209887;209987;ITPC;
A31;3;4600;4700;ITPC;
A6;3;302120;302220;ITPC;
A6;3;165080;165180;ITPC;
A6;3;47400;47500;ITPC;
A6;3;142920;143020;ITPC;
A36;3;20110;20210;ITPC;
A36;3;20350;20450;ITPC;
A36;3;2860;2960;ITPC;
A40;3;125200;125300;ITPC;
A5;3;14190;14290;ITPC;
A5;3;15340;15440;ITPC;
A5;3;157170;157270;ITPC;
A5;3;157443;157543;ITPC;
A5;3;157560;157660;ITPC;
A5;3;108970;109070;ITPC;
A5;3;109780;109880;ITPC;
A71;3;267809;267909;ITPC;
A31;3;50160;50260;ITPC;
A77;3;74930;75030;ITPC;
A31;3;1380;1480;ITPC;
A19;3;21550;21650;ITPC;
A77;3;19650;19750;ITPC;
A71;3;215797;215897;ITPC;
A71;3;226837;226937;ITPC;
A404;3;13344;13444;ITPC;
A5;3;220190;220290;ITPC;
A71;3;261439;261539;ITPC;
A46;3;1450;1550;ITPC;
A46;3;2990;3090;ITPC;
A6;3;170320;170420;ITPC;
A31;3;120434;120534;ITPC;
A36;3;98150;98250;ITPC;
A42;3;16550;16650;ITPC;
A36;3;48550;48650;ITPC;
A31;3;176193;176293;ITPC;
A311;3;29210;29310;ITPC;
A6;3;292910;293010;ITPC;
A6;3;153110;153210;ITPC;
A6;3;153320;153420;ITPC;
A6;3;153540;153640;ITPC;
A6;3;153850;153950;ITPC;
A6;3;334280;334380;ITPC;
A6;3;335180;335280;ITPC;
A6;3;335390;335490;ITPC;
A46;3;16050;16150;ITPC;
A46;3;16750;16850;ITPC;
A77;3;81220;81320;ITPC;
A71;3;324477;324577;ITPC;
A39;3;14710;14810;ITPC;
A40;3;136340;136440;ITPC;
A5;3;227545;227645;ITPC;
A71;3;250809;250909;ITPC;
A5;3;74780;74880;ITPC;
A432;3;12450;12550;ITPC;
A6;3;48550;48650;ITPC;
A6;3;359580;359680;ITPC;
A6;3;402150;402250;ITPC;
A31;3;107028;107128;ITPC;
A36;3;209050;209150;ITPC;
A6;3;254550;254650;ITPC;
A311;3;30690;30790;ITPC;
A6;3;256150;256250;ITPC;
A36;3;18370;18470;ITPC;
A31;3;167850;167950;ITPC;
A42;3;12050;12150;ITPC;
A77;3;11700;11800;ITPC;
A36;3;90080;90180;ITPC;
A6;3;371870;371970;ITPC;
A71;3;342297;342397;ITPC;
A36;3;144380;144480;ITPC;
A6;3;440120;440220;ITPC;
A39;3;99510;99610;ITPC;
A5A;3;870;970;ITPC;
A31;3;27610;27710;ITPC;
A39;3;47338;47438;ITPC;
A39;3;4930;5030;ITPC;
A31;3;33390;33490;ITPC;
A39;3;86725;86825;ITPC;
A36;3;168990;169090;ITPC;
A5;3;168110;168210;ITPC;
A36;3;290;390;ITPC;
A6;3;308670;308770;ITPC;
A5;3;2180;2280;ITPC;
A71;3;271529;271629;ITPC;
A6;3;188100;188200;ITPC;
A77;3;54650;54750;ITPC;
A36;3;158050;158150;ITPC;
A36;3;5350;5450;ITPC;
A6;3;338760;338860;ITPC;
A6;3;219410;219510;ITPC;
A6;3;168000;168100;ITPC;
A71;3;382380;382480;ITPC;
A5;3;67390;67490;ITPC;
A77;3;23050;23150;ITPC;
A71;3;318327;318427;ITPC;
A5;3;174399;174499;ITPC;
A40;3;201600;201700;ITPC;
A42;3;49300;49400;ITPC;
A39;3;32398;32498;ITPC;
A36;3;176130;176230;ITPC;
A36;3;177240;177340;ITPC;
A71;3;371010;371110;ITPC;
A71;3;344217;344317;ITPC;
A77;3;85000;85100;ITPC;
A71;3;374380;374480;ITPC;
A31;3;177782;177882;ITPC;
A36;3;139840;139940;ITPC;
A77;3;96930;97030;ITPC;
A77;3;67300;67400;ITPC;
A77;3;68150;68250;ITPC;
A31;3;101355;101455;ITPC;
A6;2;304510;304610;ITPC;
A6;2;306140;306240;ITPC;
A6;3;291280;291380;ITPC;
A31;3;159722;159822;ITPC;
A5;3;670;770;ITPC;
A36;3;90290;90390;ITPC;
A77;3;10800;10900;ITPC;
A36;3;79480;79580;ITPC;
A6;3;310280;310380;ITPC;
A31;3;55550;55650;ITPC;
A36;3;11450;11550;ITPC;
A6;3;70150;70250;ITPC;
A26;3;389558;389658;ITPC;
A26;3;391683;391783;ITPC;
A5;3;78520;78620;ITPC;
A6;3;138750;138850;ITPC;
A5;3;155682;155782;ITPC;
A36;3;33630;33730;ITPC;
A719;3;7450;7550;ITPC;
A31;3;120917;121017;ITPC;
A71;3;220057;220157;ITPC;
A71;3;225127;225227;ITPC;
A31;3;151958;152058;ITPC;
A6;3;421160;421260;ITPC;
A6;3;66750;66850;ITPC;
A36;3;94170;94270;ITPC;
A6;3;331110;331210;ITPC;
A6;3;316480;316580;ITPC;
A6;3;329210;329310;ITPC;
A40;3;150425;150525;ITPC;
A40;3;152925;153025;ITPC;
A6;3;235470;235570;ITPC;
A5;3;202507;202607;ITPC;
A5;3;204506;204606;ITPC;
A6;3;183620;183720;ITPC;
A6;3;249180;249280;ITPC;
A36;3;14350;14450;ITPC;
A5;3;226190;226290;ITPC;
A46;3;19850;19950;ITPC;
A46;3;18750;18850;ITPC;
A6;3;220350;220450;ITPC;
A39;3;77805;77905;ITPC;
A5A;3;7450;7550;ITPC;
A6;3;327050;327150;ITPC;
A6;3;221950;222050;ITPC;
A6;3;279850;279950;ITPC;
A36;3;123710;123810;ITPC;
A5;3;115369;115469;ITPC;
A5;3;117620;117720;ITPC;
A31;3;140162;140262;ITPC;
A6;3;285790;285890;ITPC;
A5;3;64340;64440;ITPC;
A5;3;64960;65060;ITPC;
A5;3;67690;67790;ITPC;
A77;3;76580;76680;ITPC;
A77;3;78660;78760;ITPC;
A710W;3;11111;11211;ITPC;
A71;3;245399;245499;ITPC;
A6;3;255450;255550;ITPC;
A6;3;73710;73810;ITPC;
A6;3;195290;195390;ITPC;
A5;3;50;150;ITPC;
A31;3;214563;214663;ITPC;
A31;3;215035;215135;ITPC;
A39;3;39298;39398;ITPC;
A6;3;172800;172900;ITPC;
A6;3;365600;365700;ITPC;
A36;3;185490;185590;ITPC;
A77;3;87880;87980;ITPC;
A5;3;193346;193446;ITPC;
A5A;3;1960;2060;ITPC;
A5A;3;3080;3180;ITPC;
A71;3;384831;384931;ITPC;
A40;3;206050;206150;ITPC;
A39;3;26288;26388;ITPC;
A5;3;65950;66050;ITPC;
A31;3;185890;185990;ITPC;
A36;3;133110;133210;ITPC;
A31;3;219152;219252;ITPC;
A6;3;132250;132350;ITPC;
A6;3;134300;134400;ITPC;
A5;3;135600;135700;ITPC;
A71;3;241727;241827;ITPC;
A40;3;132876;132976;ITPC;
A40;3;146900;147000;ITPC;
A40;3;148270;148370;ITPC;
A40;3;141696;141796;ITPC;
A40;3;124800;124900;ITPC;
A36;3;174920;175020;ITPC;
A39;3;97925;98025;ITPC;
A40;3;178689;178789;ITPC;
A40;3;180460;180560;ITPC;
A6;3;431750;431850;ITPC;
A36;3;151740;151840;ITPC;
A6;3;420000;420100;ITPC;
A46;3;8580;8680;ITPC;
A36;3;100250;100350;ITPC;
A31;3;176000;176100;ITPC;
A31;3;183005;183105;ITPC;
A5;3;224155;224255;ITPC;
A5;3;199637;199737;ITPC;
A39;3;121465;121565;ITPC;
A39;3;35458;35558;ITPC;
A39;3;37468;37568;ITPC;
A31;3;139965;140065;ITPC;
A6;3;167420;167520;ITPC;
A71;3;280767;280867;ITPC;
A5;3;164314;164414;ITPC;
A6;3;409820;409920;ITPC;
A6;3;208800;208900;ITPC;
A36;3;81580;81680;ITPC;
A5;3;85300;85400;ITPC;
A404;3;5094;5194;ITPC;
A5;3;63640;63740;ITPC;
A6;3;311760;311860;ITPC;
A31;3;8820;8920;ITPC;
A6;3;123120;123220;ITPC;
A36;3;131150;131250;ITPC;
A36;3;76330;76430;ITPC;
A42;3;47250;47350;ITPC;
A714;3;1890;1990;ITPC;
A714;3;2640;2740;ITPC;
A39;3;126205;126305;ITPC;
A6;3;310780;310880;ITPC;
A6;3;196700;196800;ITPC;
A36;3;7480;7580;ITPC;
A71;3;248559;248659;ITPC;
A31;3;133530;133630;ITPC;
A77;3;56050;56150;ITPC;
A71;3;238057;238157;ITPC;
A71;3;242029;242129;ITPC;
A6;3;82530;82630;ITPC;
A71;3;372120;372220;ITPC;
A39;3;5810;5910;ITPC;
A6;3;56460;56560;ITPC;
A6;3;389500;389600;ITPC;
A31;3;181768;181868;ITPC;
A31;3;183837;183937;ITPC;
A6;3;129280;129380;ITPC;
A77;3;97180;97280;ITPC;
A6;3;120750;120850;ITPC;
A39;3;25048;25148;ITPC;
A39;3;119535;119635;ITPC;
A42;3;27850;27950;ITPC;
A6;3;277580;277680;ITPC;
A42;3;13500;13600;ITPC;
A5;3;151090;151190;ITPC;
A6;3;119350;119450;ITPC;
A6;3;414270;414370;ITPC;
A5;3;200507;200607;ITPC;
A31;3;130350;130450;ITPC;
A40;3;183619;183719;ITPC;
A40;3;185620;185720;ITPC;
A71;3;350754;350854;ITPC;
A36;3;27640;27740;ITPC;
A39;3;143740;143840;ITPC;
A31;3;128445;128545;ITPC;
A6;3;199600;199700;ITPC;
A42;3;49550;49650;ITPC;
A31;3;110780;110880;ITPC;
A39;3;25468;25568;ITPC;
A6;3;406230;406330;ITPC;
A6;3;342780;342880;ITPC;
A6;3;207150;207250;ITPC;
A40;3;203880;203980;ITPC;
A77;3;82990;83090;ITPC;
A6;3;328500;328600;ITPC;
A42;3;33300;33400;ITPC;
A6;3;235000;235100;ITPC;
A71;3;383790;383890;ITPC;
A6;3;398430;398530;ITPC;
A6;3;345790;345890;ITPC;
A6;3;347660;347760;ITPC;
A31;3;25600;25700;ITPC;
A5;3;82270;82370;ITPC;
A39;3;90525;90625;ITPC;
A39;3;93185;93285;ITPC;
A77;3;46050;46150;ITPC;
A31;3;119515;119615;ITPC;
A31;3;194463;194563;ITPC;
A31;3;196470;196570;ITPC;
A71;3;388059;388159;ITPC;
A5;3;180680;180780;ITPC;
A5;3;182495;182595;ITPC;
A26;3;384958;385058;ITPC;
A77;3;26650;26750;ITPC;
A31;3;217141;217241;ITPC;
A6;3;165190;165290;ITPC;
A6;3;181680;181780;ITPC;
A6;3;166730;166830;ITPC;
A71;3;349737;349837;ITPC;
A71;3;246539;246639;ITPC;
A6;3;80500;80600;ITPC;
A71;3;374500;374600;ITPC;
A40;3;201167;201267;ITPC;
A71;3;326337;326437;ITPC;
A71;3;232957;233057;ITPC;
A40;3;200936;201036;ITPC;
A36;3;35450;35550;ITPC;
A6;3;149900;150000;ITPC;
A6;3;415890;415990;ITPC;
A6;3;418050;418150;ITPC;
A36;3;147940;148040;ITPC;
A36;3;149200;149300;ITPC;
A6;3;148070;148170;ITPC;
A77;3;59850;59950;ITPC;
A5;3;122940;123040;ITPC;
A31;3;148064;148164;ITPC;
A5;3;22920;23020;ITPC;
A5;3;38680;38780;ITPC;
A5;3;76630;76730;ITPC;
A71;3;351117;351217;ITPC;
A71;3;255429;255529;ITPC;
