LIAISON_INF__LIAISON;CHAUSSEE_INF__SENS;ABS_DEB;EXTREMITE;NUM_EXPLOIT;NUM_BRETELLE;NOM_BRETELLE;LIBELLE;TYPE
A31;1;38800;A39;A31-A39;E1;B31E;A31-A39 (noeud de Fauverney);Ec
A31;2;38900;A39;A31-A39;E2;B31D;A31-A39 (noeud de Fauverney);Ec
A31;1;39275;A39;A31-A39;E3;B31C;A31-A39 (noeud de Fauverney);Ec
A31;2;39400;A39;A31-A39;S2;B39B;A31-A39 (noeud de Fauverney);Ec
A31;2;39405;A39;A31-A39;S4;B39C;A31-A39 (noeud de Fauverney);Ec
A36;1;195550;;A36-1;S1;;n°1 (Seurre);DI
A36;2;195700;;A36-1;E2;;n°1 (Seurre);Di
A36;1;195900;;A36-1;E1;;n°1 (Seurre);DI
A36;2;196150;;A36-1;S2;;n°1 (Seurre);DI
A36;1;46180;;A36-10;S1;;n°10 (Brognard/Grand-Charmont);Di
A36;2;46330;;A36-10;E2;;n°10 (Brognard/Grand-Charmont);DI
A36;1;46850;;A36-10;E1;;n°10 (Brognard/Grand-Charmont);Di
A36;2;46970;;A36-10;S2;;n°10 (Brognard/Grand-Charmont);Di
A36;2;39360;;A36-11;E2;;n°11 (Sévenans/Héricourt);Di
A36;1;39650;;A36-11;S1;;n°11 (Sévenans/Héricourt);DI
A36;2;39900;;A36-11;S2;;n°11 (Sévenans/Héricourt);DI
A36;1;39930;;A36-11;E1;;n°11 (Sévenans/Héricourt);DI
A36;2;35520;;A36-12;E2;;n°12 (Belfort-Sud);DI
A36;1;35640;;A36-12;S1;;n°12 (Belfort-Sud);Di
A36;2;35900;;A36-12;S4;;n°12 (Belfort-Sud);DI
A36;1;36170;;A36-12;E1;;n°12 (Belfort-Sud);Di
A36;2;36170;;A36-12;S2;;n°12 (Belfort-Sud);Di
A36;1;32000;;A36-13;S1;;n°13 (Belfort-Centre);DI
A36;2;33040;;A36-13;E2;;n°13 (Belfort-Centre);Di
A36;2;33260;;A36-13;S2;;n°13 (Belfort-Centre);DI
A36;1;33530;;A36-13;E1;;n°13 (Belfort-Centre);DI
A36;1;29610;;A36-14;S1;;n°14 (Belfort-Nord);Di
A36;2;29690;;A36-14;E4;;n°14 (Belfort-Nord);DI
A36;1;30100;;A36-14;E1;;n°14 (Belfort-Nord);Di
A105;2;8978;;A105-14;E2;;n°14 Vert-St.Denis;Di
A105;2;9537;;A105-14;S2;;n°14 Vert-St.Denis;Di
A105;1;9632;;A105-14;E1;;n°14 Vert-St.Denis;Di
A105;2;330;;A105-N104;S2;B104B;N104 Noeud du Val Ganisse;Ec
A105;1;530;;A105-N104;E1;B5bC;N104 Noeud du Val Ganisse;Ec
A19;1;4389;;A19-1;S1;;n°1 St. Denis-les Sens;Di
A19;2;4445;;A19-1;E2;;n°1 St. Denis-les Sens;Di
A19;1;5001;;A19-1;E1;;n°1 St. Denis-les Sens;Di
A19;2;5086;;A19-1;S2;;n°1 St. Denis-les Sens;Di
A19;2;17359;;A19-2;E2;;n°2 Villeneuve- la-Dondagre;Di
A19;1;17675;;A19-2;S1;;n°2 Villeneuve- la-Dondagre;Di
A19;1;18220;;A19-2;E1;;n°2 Villeneuve- la-Dondagre;DI
A77;1;20680;A19;A19-A77;S1;;A19 (noeud d''Arcour);EcP
A77;2;20860;A19;A19-A77;E2;;A19 (noeud d''Arcour);EcP
A77;2;21180;A19;A19-A77;S2;;A19 (noeud d''Arcour);EcP
A77;1;21990;A19;A19-A77;E1;ARCOUR;A19 (noeud d''Arcour);EcP
A26;1;373000;;A26-22;S1;;n°22 Charmont-s/s-Barbuise;DiP
A26;2;373100;;A26-22;E2;;n°22 Charmont-s/s-Barbuise;DiP
A26;1;373862;;A26-22;E1;;n°22 Charmont-s/s-Barbuise;DiP
A26;2;374004;;A26-22;S2;;n°22 Charmont-s/s-Barbuise;DiP
A26;1;386770;;A26-23;S1;;n°23 Thennelières;DI
A26;2;386960;;A26-23;E2;;n°23 Thennelières;Di
A26;2;387510;;A26-23;S2;;n°23 Thennelières;Di
A26;1;387600;;A26-23;E1;;n°23 Thennelières;Di
A31;1;14200;;A31-1;S1;;n°1 Nuits-St.Georges;Di
A31;2;14515;;A31-1;E2;;n°1 Nuits-St.Georges;DI
A31;1;14645;;A31-1;E1;;n°1 Nuits-St.Georges;DI
A31;2;15060;;A31-1;S2;;n°1 Nuits-St.Georges;DI
A31;1;185770;;A31-10;S1;;n°10 (Chatenois);DI
A31;2;185870;;A31-10;E2;;n°10 (Chatenois);Di
A31;1;186160;;A31-10;E1;;n°10 (Chatenois);Di
A31;2;186440;;A31-10;S2;;n°10 (Chatenois);Di
A31;1;214500;;A31-11;S1;;n°11 (Colombey-Les-Belles);Di
A31;2;214770;;A31-11;E2;;n°11 (Colombey-Les-Belles);DI
A31;1;215090;;A31-11;E1;;n°11 (Colombey-Les-Belles);DI
A31;2;215310;;A31-11;S2;;n°11 (Colombey-Les-Belles);DI
A31;1;227650;;A31-12;S1;;n°12 (RN 4 - Toul);DI
A31;2;227660;;A31-12;E2;B31F;n°12 (RN 4 - Toul);Di
A31;2;46910;;A31-4;E2;;n°4 Dijon - Arc-sur-Tille;DI
A31;1;46970;;A31-4;S1;;n°4 Dijon - Arc-sur-Tille;Di
A31;2;47960;;A31-4;S2;;n°4 Dijon - Arc-sur-Tille;Di
A31;1;48090;;A31-4;E1;;n°4 Dijon - Arc-sur-Tille;Di
A31;1;69680;;A31-5;S1;;n°5 Til-Châtel;DI
A31;2;-771;;A31-5;E2;;n°5 Til-Châtel;Di
A31;1;70430;;A31-5;E1;;n°5 Til-Châtel;DI
A31;2;70580;;A31-5;S2;;n°5 Til-Châtel;DI
A31;2;100300;;A31-6;E2;;n°6 Langres-Sud;DI
A31;1;100710;;A31-6;E1;;n°6 Langres-Sud;Di
A31;2;100750;;A31-6;S2;;n°6 Langres-Sud;Di
A31;1;99940;;A31-6;S1;;n°6 Langres-Sud;Di
A31;1;119380;;A31-7;S1;;n°7 (Langres-Nord);DI
A31;2;119630;;A31-7;E2;;n°7 (Langres-Nord);Di
A31;1;119950;;A31-7;E1;;n°7 (Langres-Nord);DI
A31;2;120230;;A31-7;S2;;n°7 (Langres-Nord);DI
A31;1;139640;;A31-8;S1;;n°8 (Montigny-Le-Roi);Di
A31;2;139790;;A31-8;E2;;n°8 (Montigny-Le-Roi);DI
A31;1;140030;;A31-8;E1;;n°8 (Montigny-Le-Roi);Di
A31;2;140350;;A31-8;S2;;n°8 (Montigny-Le-Roi);Di
A31;1;161720;;A31-8.1;S1;;n°8.1 (Robécourt);DI
A31;2;161780;;A31-8.1;E2;;n°8.1 (Robécourt);Di
A31;1;162450;;A31-8.1;E1;;n°8.1 (Robécourt);DI
A31;2;162520;;A31-8.1;S2;;n°8.1 (Robécourt);DI
A31;1;175500;;A31-9;S1;;n°9 (Bulgnéville);Di
A31;2;175850;;A31-9;E2;;n°9 (Bulgnéville);DI
A31;1;176220;;A31-9;E1;;n°9 (Bulgnéville);Di
A31;2;176410;;A31-9;S2;;n°9 (Bulgnéville);Di
A31;1;26940;A311;A31-A311;S1;;A31-A311 (biffur. de Gevrey);Ec
A31;2;27750;A311;A31-A311;E2;;A31-A311 (biffur. de Gevrey);Ec
A36;2;5135;A31;A31-A36;E2;;A31-A36 (biffur. de Serrigny);Ec
A36;1;5310;A31;A31-A36;S1;;A31-A36 (biffur. de Serrigny);Ec
A36;2;124090;;A36-4;E2;;n°4 (Besançon-Nord);DI
A36;1;124220;;A36-4;E1;;n°4 (Besançon-Nord);DI
A36;1;124450;;A36-4;S1;;n°4 (Besançon-Nord);Di
A36;2;109030;;A36-4.1;E2;;n°4.1 (Besançon-Est);Di
A36;1;109250;;A36-4.1;S1;;n°4.1 (Besançon-Est);DI
A36;1;109610;;A36-4.1;E1;;n°4.1 (Besançon-Est);Di
A36;2;109810;;A36-4.1;S2;;n°4.1 (Besançon-Est);Di
A36;1;90200;;A36-5;S1;;n°5 (Baume-Les-Dames);Di
A36;2;90300;;A36-5;E2;;n°5 (Baume-Les-Dames);DI
A36;1;90500;;A36-5;E1;;n°5 (Baume-Les-Dames);DI
A36;2;90640;;A36-5;S2;;n°5 (Baume-Les-Dames);DI
A36;2;72925;;A36-6;E2;;n°6 (L''Isle-sur-Le-Doubs);Di
A36;1;72925;;A36-6;S1;;n°6 (L''Isle-sur-Le-Doubs);DI
A36;1;73150;;A36-6;E1;;n°6 (L''Isle-sur-Le-Doubs);Di
A36;2;73350;;A36-6;S2;;n°6 (L''Isle-sur-Le-Doubs);Di
A36;2;56800;;A36-6.1;E2;;n°6.1 (Voujeaucourt);DI
A36;1;56800;;A36-6.1;S1;;n°6.1 (Voujeaucourt);Di
A36;1;57590;;A36-6.1;E1;;n°6.1 (Voujeaucourt);DI
A36;2;57750;;A36-6.1;S2;;n°6.1 (Voujeaucourt);DI
A36;2;52040;;A36-7;S2;;n°7 (Montbéliard-Sud/Valentigney);Di
A36;2;52290;;A36-7;E2;;n°7 (Montbéliard-Sud/Valentigney);Di
A36;1;53150;;A36-7;S1;;n°7 (Montbéliard-Sud/Valentigney);DI
A36;1;53380;;A36-7;E1;;n°7 (Montbéliard-Sud/Valentigney);Di
A36;2;50270;;A36-8;E2;;n°8 (Montbéliard-Centre);DI
A36;1;50270;;A36-8;S1;;n°8 (Montbéliard-Centre);Di
A36;2;50530;;A36-8;S2;;n°8 (Montbéliard-Centre);DI
A36;1;50750;;A36-8;E1;;n°8 (Montbéliard-Centre);DI
A36;1;48180;;A36-9;S1;;n°9 (Sochaux-Exincourt);DI
A36;2;48300;;A36-9;E2;;n°9 (Sochaux-Exincourt);Di
A36;2;49140;;A36-9;S2;;n°9 (Sochaux-Exincourt);Di
A36;1;49240;;A36-9;E1;;n°9 (Sochaux-Exincourt);Di
A36;1;175040;A39;A36-A39;S1;B39F;A36-A39 (noeud de Ste.Seine-en-Bâche);Ec
A36;1;175045;A39;A36-A39;S3;B39G;A36-A39 (noeud de Ste.Seine-en-Bâche);Ec
A36;2;175190;A39;A36-A39;E4;B36D;A36-A39 (noeud de Ste.Seine-en-Bâche);Ec
A36;2;175195;A39;A36-A39;E2;B36C;A36-A39 (noeud de Ste.Seine-en-Bâche);Ec
A36;1;175600;A39;A36-A39;E1;B36B;A36-A39 (noeud de Ste.Seine-en-Bâche);Ec
A36;2;175650;A39;A36-A39;S4;B39H;A36-A39 (noeud de Ste.Seine-en-Bâche);Ec
A36;1;176070;A39;A36-A39;E3;B36A;A36-A39 (noeud de Ste.Seine-en-Bâche);Ec
A36;2;176150;A39;A36-A39;S2;B39E;A36-A39 (noeud de Ste.Seine-en-Bâche);Ec
A39;2;300;;A39-1;S2;B274A;n°1 (Dijon RN 974);DI
A39;1;320;;A39-1;E1;B39K;n°1 (Dijon RN 974);DI
A39;1;121580;;A39-10;S1;;n°10 (Beaupont);Di
A39;2;121820;;A39-10;E2;;n°10 (Beaupont);DI
A39;1;122100;;A39-10;E1;;n°10 (Beaupont);Di
A39;2;123330;;A39-10;S2;;n°10 (Beaupont);Di
A391;1;1030;;A391-7;S1;;n°7 (RD192-Sellières);DI
A391;2;1040;;A391-7;E2;;n°7 (RD192-Sellières);Di
A39;1;590;;A39-2;S1;;n°2 (Neuilly-les-Dijon);Di
A39;2;600;;A39-2;E2;;n°2 (Neuilly-les-Dijon);DI
A39;1;5070;;A39-3;S1;;n°3 (Chevigny-St.Sauveur - Crimolois);DI
A39;2;5170;;A39-3;E2;;n°3 (Chevigny-St.Sauveur - Crimolois);Di
A39;1;5570;;A39-3;E1;;n°3 (Chevigny-St.Sauveur - Crimolois);DI
A39;2;5570;;A39-3;S2;;n°3 (Chevigny-St.Sauveur - Crimolois);DI
A39;2;21270;;A39-5;E2;;n°5 (Soirans);DI
A39;1;21270;;A39-5;S1;;n°5 (Soirans);Di
A39;1;21680;;A39-5;E1;;n°5 (Soirans);Di
A39;2;21770;;A39-5;S2;;n°5 (Soirans);Di
A39;1;40340;;A39-6;S1;;n°6 (Choisey);DI
A39;2;40420;;A39-6;E2;;n°6 (Choisey);Di
A39;1;40625;;A39-6;E1;;n°6 (Choisey);DI
A39;2;40850;;A39-6;S2;;n°6 (Choisey);DI
A39;1;77900;;A39-7.1;S1;;n°7.1 (Arlay);Di
A39;2;77980;;A39-7.1;E2;;n°7.1 (Arlay);DI
A39;2;78960;;A39-7.1;S2;;n°7.1 (Arlay);Di
A39;1;79000;;A39-7.1;E1;;n°7.1 (Arlay);Di
A39;1;93260;;A39-8;S1;;n°8 (Beaurepaire-en-Bresse);DI
A39;2;93460;;A39-8;E2;;n°8 (Beaurepaire-en-Bresse);Di
A39;1;93870;;A39-8;E1;;n°8 (Beaurepaire-en-Bresse);DI
A39;2;94180;;A39-8;S2;;n°8 (Beaurepaire-en-Bresse);DI
A39;1;103330;;A39-9;S1;;n°9 (Le Miroir);Di
A39;2;108750;;A39-9;E2;;n°9 (Le Miroir);DI
A39;1;109170;;A39-9;E1;;n°9 (Le Miroir);Di
A39;2;109300;;A39-9;S2;;n°9 (Le Miroir);Di
A39;1;68870;A391;A39-A391;E1;B39I;A39 (noeud de Bersaillin);Ec
A39;2;69150;A391;A39-A391;S2;B391A;A39 (noeud de Bersaillin);Ec
A39;1;143900;A40;A39-A40;S1;B40C;A39-A40 (noeud de Viriat);Ec
A39;2;144100;A40;A39-A40;E2;B39J;A39-A40 (noeud de Viriat);Ec
A40;1;204400;;A40-1;S1;;n°1 (Mâcon-Centre);DI
A40;2;204410;;A40-1;E2;;n°1 (Mâcon-Centre);Di
A40;1;201730;;A40-2;S1;;n°2 (Feillens);Di
A40;2;201980;;A40-2;E2;;n°2 (Feillens);DI
A40;1;202090;;A40-2;E1;;n°2 (Feillens);DI
A40;2;202230;;A40-2;S2;;n°2 (Feillens);DI
A40;2;198330;;A40-3;E2;;n°3 (Replonges);Di
