LIAISON_INF__LIAISON;CHAUSSEE_INF__SENS;FAM_DEC_INF__FAM_DEC;CD_DEC_INF__CD_DEC;ABS_DEB;ABS_FIN
A77;3;COMMU;58187;94101;98005
A77;3;COMMU;58086;98005;99802
A77;3;COMMU;58261;99802;100392
A77;3;DIS;17;0;100550
A77;3;CONCES;A77;0;100550
A77;3;DEPART;45;7550;8440
A77;3;DEPART;45;10020;83230
A77;3;DEPART;58;83230;100392
A77;3;DEPART;77;0;7550
A77;3;DEPART;77;8440;10020
A77;3;NIVEAU;NIVEAU3;0;100392
A77;3;PG;NEMOURS;0;7300
A77;3;PG;PANNES;7300;100392
TML;3;CONCES;TML;70;11230
TML;3;DEPART;68;10910;11230
TML;3;DEPART;88;70;10910
TML;3;DIS;55;70;11230
A31;3;APE;AP SBA;0;9000
A31;3;APE;AP CHL;9000;228410
A311;3;APE;AP CHL;27900;32200
A36;3;APE;AP FC;0;212000
A36;3;APE;AP SBA;212000;216900
A39;3;APE;AP CHL;0;22110
A39;3;APE;AP FC;22110;121210
A39;3;APE;AP SBA;121210;144800
A391;3;APE;AP FC;0;4810
A40;3;APE;AP SBA;102850;207330
A404;3;APE;AP SBA;0;20570
A406;3;APE;AP SBA;120;9370
A42;3;APE;AP PL;4350;42200
A42;3;APE;AP SBA;42200;53400
A432;3;APE;AP PL;0;31400
A46;3;APE;AP PL;0;25740
A5A;3;APE;AP SF;0;9400
A5;3;APE;AP SF;0;87360
A5;3;APE;AP CHL;87360;228100
A105;3;APE;AP SF;0;9510
A6;3;APE;AP SF;44440;219200
A6;3;APE;AP SBA;219200;403890
A6;3;APE;AP PL;403890;445300
A71;3;APE;AP MC;209780;388550
A710W;3;APE;AP MC;10970;12490
A714;3;APE;AP MC;0;10410
A719;3;APE;AP MC;0;9730
A77;3;APE;AP SF;0;100550
A19;3;DIS;11;18200;28590
A714;3;DIS;21;0;10410
A19;3;APE;AP SF;0;28590
A26;3;APE;AP CHL;373350;395150
